,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
535,I31187,1200,1000,750,223.3,45,2,n,100
958,I05195,1200,1000,975,132.804,45,2,n,100
3329,I02096,1200,1000,750,105.224,45,2,n,100
2944,I22162,1800,1400,1020,201.008,45,11,n,3
982,I10128,1200,1000,975,168.796,45,2,n,100
1729,I05653,1200,1000,975,169.2,45,2,n,100
3987,I03193,1600,1200,975,184.6,45,0,n,100
187,I31673,1200,1000,545,526.75,45,2,n,100
1311,I33255,1600,1200,975,197.164,45,0,n,100
324,I44965,1600,1200,975,178.6,45,0,n,100
3908,I22703,1600,1200,930,227.44,45,0,n,100
1253,I18563,1600,1200,975,176.2,45,0,n,100
3463,I35772,1910,1200,1295,613.59,45,19,n,100
951,I50437,1200,1000,930,154.3,45,2,n,100
987,I24233,2350,1000,950,272.592,45,4,n,100
3832,I05274,1200,1000,930,154.3,45,2,n,100
2020,I31163,1600,1200,930,551.56,45,0,n,100
1159,I39394,1600,1200,1350,207.72,45,0,n,100
1579,I20952,2350,1000,950,286.656,45,4,n,100
85,I44827,1200,1000,975,142.59,45,2,n,100
86,I43714,2350,1000,950,286.656,45,4,n,100
1079,I32869,1600,1200,930,169.96,45,0,n,100
3518,I49000,1600,1200,930,227.44,45,0,n,100
1602,I47134,1600,1200,1350,207.72,45,0,n,100
676,I14282,1600,1200,930,169.96,45,0,n,100
2098,I40521,1600,1200,930,356.2,45,0,n,100
603,I36866,1200,1000,975,129.0,45,2,n,100
100,I26770,1200,1000,750,229.88,45,2,n,100
3378,I11856,1200,1000,975,225.6,45,2,n,100
1322,I20198,1200,1000,975,131.366,45,2,n,100
2676,I20030,1600,1200,750,137.391,45,0,n,100
3528,I30589,1600,1200,750,148.86,45,0,n,100
1564,I28049,1200,1000,750,105.224,45,2,n,100
1221,I36498,1900,1200,750,177.104,45,6,n,100
3193,I15176,1600,1200,930,149.212,45,0,n,100
489,I22987,2350,1000,950,286.656,45,4,n,100
1690,I08033,1600,1200,975,180.2,45,0,n,100
