,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
6973,I6973,1400,1200,1450,179.4,45,3,n,100
372,I0372,1400,1225,1160,317.0,0,2,n,100
1202,I1202,1600,1200,975,180.2,45,4,n,100
2234,I2234,1400,1200,1450,179.4,45,3,n,100
3873,I3873,1200,1000,975,293.32,45,1,n,100
5869,I5869,1600,1200,1350,303.92,45,4,n,100
650,I0650,1400,1225,1160,278.5,0,2,n,100
4787,I4787,1200,1000,975,156.15,45,1,n,100
1587,I1587,1600,1200,1350,303.92,45,4,n,100
7445,I7445,1400,1225,1160,317.0,0,2,n,100
4747,I4747,780,570,478,269.32,47,0,w,4
7642,I7642,1600,1200,975,180.2,45,4,n,100
816,I0816,1400,1200,1450,179.4,45,3,n,100
3818,I3818,1600,1200,1350,207.72,45,4,n,100
367,I0367,1400,1225,1160,317.0,0,2,n,100
2228,I2228,1400,1200,1450,179.4,45,3,n,100
4441,I4441,1600,1200,1350,303.92,45,4,n,100
2555,I2555,1400,1200,1450,179.4,45,3,n,100
6480,I6480,1200,1000,975,336.7,45,1,n,100
4321,I4321,780,570,478,82.32,47,0,w,4
499,I0499,1600,1200,1350,205.16,45,4,n,100
1839,I1839,1600,1200,930,277.828,45,4,n,100
977,I0977,780,570,478,81.72,47,0,w,4
5402,I5402,1600,1200,1350,303.92,45,4,n,100
6672,I6672,1400,1200,1450,179.4,45,3,n,100
2572,I2572,1400,1200,1450,179.4,45,3,n,100
6559,I6559,780,570,478,101.52,47,0,w,4
2061,I2061,1400,1200,1450,179.4,45,3,n,100
6500,I6500,1200,1000,975,577.8,45,1,n,100
1803,I1803,1200,1000,750,227.528,45,1,n,100
4551,I4551,1400,1200,1450,179.4,45,3,n,100
3426,I3426,1600,1200,1350,303.92,45,4,n,100
5395,I5395,780,570,478,100.96,47,0,w,4
4017,I4017,1200,1000,975,156.15,45,1,n,100
7879,I7879,1200,1000,975,527.4,45,1,n,100
1921,I1921,1400,1225,1160,278.5,0,2,n,100
4452,I4452,1200,1000,750,229.88,45,1,n,100
7822,I7822,1200,1000,975,577.8,45,1,n,100
1739,I1739,780,570,478,170.28,47,0,w,4
427,I0427,1400,1200,1450,179.4,45,3,n,100
4756,I4756,780,570,478,104.768,47,0,w,4
1074,I1074,1600,1200,1350,207.72,45,4,n,100
7432,I7432,780,570,478,96.256,47,0,w,4
5703,I5703,1400,1225,1160,317.0,0,2,n,100
5322,I5322,1600,1200,1350,207.72,45,4,n,100
5206,I5206,1600,1200,1350,207.72,45,4,n,100
196,I0196,1400,1200,1450,179.4,45,3,n,100
2882,I2882,1600,1200,1350,303.92,45,4,n,100
6881,I6881,1200,1000,975,527.4,45,1,n,100
4019,I4019,780,570,478,100.96,47,0,w,4
5834,I5834,1600,1200,1350,207.72,45,4,n,100
3672,I3672,1200,1000,359,70.016,0,6,n,100
6718,I6718,1400,1200,1450,179.4,45,3,n,100
2065,I2065,1400,1200,1450,179.4,45,3,n,100
680,I0680,1400,1200,1450,179.4,45,3,n,100
5902,I5902,1400,1225,1160,317.0,0,2,n,100
7509,I7509,1200,1000,975,248.88,45,1,n,100
1276,I1276,1200,1000,975,169.0,45,1,n,100
2179,I2179,1600,1200,1350,207.72,45,4,n,100
1158,I1158,1200,1000,750,351.944,45,1,n,100
5930,I5930,1400,1200,1450,179.4,45,3,n,100
8008,I8008,1200,1000,359,72.704,0,6,n,100
6289,I6289,1400,1225,1160,278.5,0,2,n,100
5137,I5137,1400,1200,1450,179.4,45,3,n,100
5729,I5729,1200,1000,1155,375.0,0,6,n,100
3434,I3434,1600,1200,930,547.3,45,4,n,100
4844,I4844,1600,1200,975,611.224,45,4,n,100
7401,I7401,1600,1200,930,547.3,45,4,n,100
7672,I7672,1600,1200,1350,207.72,45,4,n,100
3425,I3425,1600,1200,1350,303.92,45,4,n,100
8046,I8046,780,570,478,170.28,47,0,w,4
7989,I7989,780,570,478,170.28,47,0,w,4
4712,I4712,1400,1200,1450,179.4,45,3,n,100
6660,I6660,1200,1000,1057,179.85,0,6,n,100
4768,I4768,1200,1000,975,527.4,45,1,n,100
4152,I4152,780,570,478,170.28,47,0,w,4
338,I0338,1600,1200,1350,207.72,45,4,n,100
1267,I1267,1200,1000,975,169.0,45,1,n,100
7113,I7113,1400,1200,1450,179.4,45,3,n,100
2184,I2184,1600,1200,1350,207.72,45,4,n,100
1341,I1341,1400,1225,1160,278.5,0,2,n,100
6627,I6627,1200,1000,975,183.84,45,1,n,100
7873,I7873,1200,1000,975,527.4,45,1,n,100
2262,I2262,1400,1200,1450,179.4,45,3,n,100
4940,I4940,1600,1200,1350,207.72,45,4,n,100
2079,I2079,780,570,478,81.72,47,0,w,4
6989,I6989,780,570,478,104.768,47,0,w,4
3875,I3875,1200,1000,975,293.32,45,1,n,100
1717,I1717,1400,1225,1160,317.0,0,2,n,100
752,I0752,1400,1200,1450,179.4,45,3,n,100
7487,I7487,1400,1200,1450,179.4,45,3,n,100
1053,I1053,1600,1200,1350,303.92,45,4,n,100
6305,I6305,1200,1000,645,330.5,0,6,n,100
6795,I6795,1600,1200,930,438.4,45,4,n,100
8025,I8025,1200,1000,750,229.88,45,1,n,100
3807,I3807,1400,1200,1450,179.4,45,3,n,100
2554,I2554,1600,1200,930,277.828,45,4,n,100
134,I0134,1400,1200,1450,179.4,45,3,n,100
6662,I6662,1200,1000,975,239.52,45,1,n,100
2524,I2524,1400,1200,1450,179.4,45,3,n,100
127,I0127,1400,1200,1450,179.4,45,3,n,100
4910,I4910,1400,1200,1450,179.4,45,3,n,100
5839,I5839,1400,1200,1450,179.4,45,3,n,100
1446,I1446,780,570,478,160.56,47,0,w,4
5795,I5795,1600,1200,930,277.828,45,4,n,100
553,I0553,780,570,478,100.96,47,0,w,4
4361,I4361,1200,1000,750,227.528,45,1,n,100
6883,I6883,1600,1200,1350,205.16,45,4,n,100
7245,I7245,1400,1200,1450,179.4,45,3,n,100
734,I0734,1200,1000,750,229.88,45,1,n,100
6743,I6743,1600,1200,930,547.3,45,4,n,100
2016,I2016,1600,1200,1350,207.72,45,4,n,100
7871,I7871,1200,1000,1057,179.85,0,6,n,100
1880,I1880,1600,1200,1350,207.72,45,4,n,100
840,I0840,1600,1200,1350,303.92,45,4,n,100
2494,I2494,1400,1200,1450,179.4,45,3,n,100
1429,I1429,780,570,478,82.32,47,0,w,4
4792,I4792,1200,1000,930,343.9,45,1,n,100
635,I0635,1400,1200,1450,179.4,45,3,n,100
4190,I4190,1200,1000,750,229.88,45,1,n,100
2727,I2727,1900,1200,750,845.38,45,5,n,100
5706,I5706,1400,1225,1160,317.0,0,2,n,100
3761,I3761,780,570,478,81.72,47,0,w,4
7192,I7192,1200,1000,975,225.6,45,1,n,100
679,I0679,1400,1200,1450,179.4,45,3,n,100
5843,I5843,1400,1200,1450,179.4,45,3,n,100
4593,I4593,1200,1000,975,527.4,45,1,n,100
50,I0050,1400,1200,1450,179.4,45,3,n,100
482,I0482,1200,1000,975,165.375,45,1,n,100
1131,I1131,1200,1000,750,229.88,45,1,n,100
7179,I7179,1400,1225,1160,278.5,0,2,n,100
929,I0929,1400,1200,1450,179.4,45,3,n,100
1287,I1287,1200,1000,975,577.8,45,1,n,100
1248,I1248,1400,1200,1450,179.4,45,3,n,100
1339,I1339,1400,1225,1160,278.5,0,2,n,100
5346,I5346,1600,1200,1350,207.72,45,4,n,100
4358,I4358,1200,1000,359,27.6,0,6,n,100
2156,I2156,1200,1000,750,305.32,45,1,n,100
6629,I6629,1200,1000,750,176.5,45,1,n,100
5376,I5376,1200,1000,1057,179.85,0,6,n,100
5381,I5381,1200,1000,750,229.88,45,1,n,100
6037,I6037,1600,1200,975,180.2,45,4,n,100
3449,I3449,1200,1000,975,293.32,45,1,n,100
346,I0346,1200,1000,750,351.756,45,1,n,100
509,I0509,780,570,478,100.96,47,0,w,4
2333,I2333,1600,1200,1350,303.92,45,4,n,100
7839,I7839,1600,1200,1350,303.92,45,4,n,100
794,I0794,1200,1000,975,293.32,45,1,n,100
3284,I3284,1200,1000,975,293.32,45,1,n,100
