,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
3794,I3794,1600,1200,930,547.3,45,4,n,100
39,I0039,1400,1200,1450,179.4,45,3,n,100
4944,I4944,1600,1200,1350,207.72,45,4,n,100
2546,I2546,1400,1200,1450,179.4,45,3,n,100
6959,I6959,780,570,478,160.56,47,0,w,4
7063,I7063,1600,1200,1350,207.72,45,4,n,100
6489,I6489,1600,1200,930,438.4,45,4,n,100
182,I0182,1400,1200,1450,179.4,45,3,n,100
1216,I1216,1600,1200,975,180.2,45,4,n,100
7383,I7383,1600,1200,1350,207.72,45,4,n,100
7348,I7348,1400,1200,1450,179.4,45,3,n,100
1604,I1604,1200,1000,975,225.6,45,1,n,100
723,I0723,1600,1200,1350,205.16,45,4,n,100
4256,I4256,1400,1225,1160,278.5,0,2,n,100
154,I0154,1400,1200,1450,179.4,45,3,n,100
2885,I2885,1200,1000,750,227.528,45,1,n,100
704,I0704,1600,1200,1350,303.92,45,4,n,100
7296,I7296,780,570,478,100.96,47,0,w,4
4965,I4965,1200,1000,975,577.8,45,1,n,100
4980,I4980,1200,1000,975,225.6,45,1,n,100
4494,I4494,1400,1225,1160,317.0,0,2,n,100
6124,I6124,1400,1200,1450,179.4,45,3,n,100
7718,I7718,1600,1200,1350,205.16,45,4,n,100
6552,I6552,780,570,478,100.96,47,0,w,4
4894,I4894,1200,1000,975,246.0,45,1,n,100
3365,I3365,1400,1200,1450,179.4,45,3,n,100
7849,I7849,1200,1000,750,229.88,45,1,n,100
4587,I4587,1400,1225,1160,278.5,0,2,n,100
5817,I5817,1200,1000,750,229.88,45,1,n,100
7239,I7239,1400,1200,1450,179.4,45,3,n,100
644,I0644,1400,1225,1160,278.5,0,2,n,100
1385,I1385,1400,1200,1450,179.4,45,3,n,100
6801,I6801,1200,1000,975,165.375,45,1,n,100
4180,I4180,1200,1000,750,351.756,45,1,n,100
2971,I2971,1600,1200,1350,207.72,45,4,n,100
3054,I3054,1200,1000,975,293.32,45,1,n,100
6808,I6808,1400,1225,1160,317.0,0,2,n,100
7927,I7927,1200,1000,975,293.32,45,1,n,100
1352,I1352,780,570,478,104.768,47,0,w,4
2797,I2797,1200,1000,975,169.0,45,1,n,100
8016,I8016,1200,1000,750,227.528,45,1,n,100
5792,I5792,1600,1200,1350,303.92,45,4,n,100
2344,I2344,1200,1000,750,267.8,45,1,n,100
598,I0598,1400,1225,1160,278.5,0,2,n,100
7500,I7500,1200,1000,750,227.528,45,1,n,100
168,I0168,1600,1200,1350,207.72,45,4,n,100
7765,I7765,1400,1225,1160,317.0,0,2,n,100
2317,I2317,1400,1200,1450,179.4,45,3,n,100
3146,I3146,1600,1200,1350,205.16,45,4,n,100
