,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
1319,I0142,1400,1200,1450,179.4,45,3,n,100
639,I0839,1400,1200,1450,179.4,45,3,n,100
2896,I2678,1400,1200,1450,179.4,45,3,n,100
3627,I3629,1600,1200,1350,205.16,45,4,n,100
2311,I6768,1600,1200,1350,205.16,45,4,n,100
51,I3981,1400,1200,1450,179.4,45,3,n,100
358,I3973,1400,1200,1450,179.4,45,3,n,100
3181,I6058,1600,1200,975,180.2,45,4,n,100
2803,I7284,1400,1225,1160,278.5,0,2,n,100
2067,I2068,1200,1000,750,227.528,45,1,n,100
1004,I0060,1600,1200,1350,303.92,45,4,n,100
3586,I4579,1400,1225,1160,278.5,0,2,n,100
1323,I7603,1400,1225,1160,317.0,0,2,n,100
1666,I0606,1400,1225,1160,278.5,0,2,n,100
1696,I3114,1600,1200,975,180.2,45,4,n,100
1733,I5709,1400,1225,1160,317.0,0,2,n,100
2351,I6773,1600,1200,1350,205.16,45,4,n,100
1801,I6857,1400,1200,1450,179.4,45,3,n,100
3546,I6291,1600,1200,1350,207.72,45,4,n,100
1567,I3132,780,570,478,170.28,47,0,w,4
1013,I4476,1400,1225,1160,317.0,0,2,n,100
2947,I1208,1600,1200,975,180.2,45,4,n,100
3528,I3742,1900,1200,750,713.62,45,5,n,100
419,I7486,1400,1200,1450,179.4,45,3,n,100
513,I0182,1400,1200,1450,179.4,45,3,n,100
200,I1969,780,570,478,100.96,47,0,w,4
2431,I6740,1600,1200,1350,303.92,45,4,n,100
552,I7469,1400,1225,1160,317.0,0,2,n,100
193,I7995,1600,1200,1350,303.92,45,4,n,100
1808,I0493,1200,1000,975,308.76,45,1,n,100
1166,I6435,1400,1225,1160,278.5,0,2,n,100
964,I8267,1200,1000,975,156.15,45,1,n,100
2911,I2257,1400,1200,1450,179.4,45,3,n,100
3478,I7587,1400,1225,1160,278.5,0,2,n,100
3493,I5697,1400,1225,1160,317.0,0,2,n,100
1551,I4452,1200,1000,750,229.88,45,1,n,100
3542,I0162,1600,1200,1350,207.72,45,4,n,100
1398,I6693,1200,1000,750,227.528,45,1,n,100
2616,I1372,1400,1200,1450,179.4,45,3,n,100
574,I1899,1200,1000,975,156.15,45,1,n,100
730,I8375,1400,1225,1160,278.5,0,2,n,100
1838,I4734,1400,1200,1450,179.4,45,3,n,100
258,I2999,1600,1200,1350,207.72,45,4,n,100
2644,I3199,1600,1200,1350,207.72,45,4,n,100
3513,I2011,1600,1200,930,277.828,45,4,n,100
1548,I3333,1600,1200,1350,303.92,45,4,n,100
2442,I7060,1600,1200,1350,207.72,45,4,n,100
2634,I0983,780,570,478,170.28,47,0,w,4
1350,I3011,1600,1200,1350,207.72,45,4,n,100
614,I3406,1600,1200,930,438.4,45,4,n,100
3665,I6618,1200,1000,975,336.7,45,1,n,100
2562,I3923,780,570,478,81.72,47,0,w,4
1114,I3663,1600,1200,930,547.3,45,4,n,100
1347,I0422,1600,1200,1350,207.72,45,4,n,100
3268,I7122,1400,1200,1450,179.4,45,3,n,100
1649,I8284,780,570,478,100.96,47,0,w,4
1740,I6961,1200,1000,750,351.944,45,1,n,100
576,I0350,1600,1200,930,547.3,45,4,n,100
3888,I3167,1400,1225,1160,278.5,0,2,n,100
245,I5061,1900,1200,750,713.62,45,5,n,100
2759,I5880,780,570,478,104.768,47,0,w,4
2763,I6159,1400,1225,1160,317.0,0,2,n,100
1570,I3627,1600,1200,1350,205.16,45,4,n,100
1337,I6792,1600,1200,930,438.4,45,4,n,100
969,I6738,1200,1000,975,527.4,45,1,n,100
2590,I7809,1600,1200,1350,303.92,45,4,n,100
3630,I4218,1200,1000,975,156.15,45,1,n,100
2692,I2827,780,570,478,81.72,47,0,w,4
313,I3588,1400,1225,1160,278.5,0,2,n,100
925,I7650,1600,1200,975,180.2,45,4,n,100
2384,I3260,1600,1200,1350,303.92,45,4,n,100
605,I2261,1400,1200,1450,179.4,45,3,n,100
2816,I7461,1400,1225,1160,278.5,0,2,n,100
2800,I4866,1400,1200,1450,179.4,45,3,n,100
1253,I6337,1600,1200,975,180.2,45,4,n,100
30,I0666,1400,1200,1450,179.4,45,3,n,100
3606,I4962,1600,1200,1350,205.16,45,4,n,100
1366,I1616,1600,1200,930,438.4,45,4,n,100
2907,I1318,1600,1200,1350,303.92,45,4,n,100
1519,I6176,1600,1200,1350,303.92,45,4,n,100
564,I0307,1400,1200,1450,179.4,45,3,n,100
2342,I1567,1600,1200,975,180.2,45,4,n,100
3534,I6513,1400,1200,1450,179.4,45,3,n,100
475,I3211,1400,1200,1450,179.4,45,3,n,100
3333,I3612,1900,1200,750,713.62,45,5,n,100
662,I0475,1200,1000,975,183.84,45,1,n,100
1490,I5828,1200,1000,750,229.88,45,1,n,100
414,I3013,1600,1200,1350,207.72,45,4,n,100
3708,I6945,1400,1225,1160,278.5,0,2,n,100
1552,I1437,780,570,478,170.28,47,0,w,4
1892,I3058,1200,1000,975,293.32,45,1,n,100
3823,I7805,1600,1200,930,438.4,45,4,n,100
1594,I1428,780,570,478,96.256,47,0,w,4
481,I1563,1600,1200,975,180.2,45,4,n,100
3456,I2636,1200,1000,975,527.4,45,1,n,100
2627,I7367,780,570,478,81.72,47,0,w,4
3734,I0318,1400,1200,1450,179.4,45,3,n,100
635,I3814,1600,1200,1350,207.72,45,4,n,100
431,I0302,1400,1200,1450,179.4,45,3,n,100
1486,I4564,1400,1225,1160,278.5,0,2,n,100
1606,I5928,1400,1200,1450,179.4,45,3,n,100
