,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
3258,I03946,1600,1200,930,149.212,45,0,n,100
546,I00445,1600,1200,975,246.9,45,0,n,100
1013,I39079,1200,1000,975,131.366,45,2,n,100
120,I43303,1600,1200,975,181.96,45,0,n,100
1514,I35469,1200,1000,359,38.6,0,1,n,100
950,I46687,1600,1200,930,174.305,45,0,n,100
3333,I15335,1600,1200,930,174.305,45,0,n,100
3544,I07414,1200,1000,750,431.704,45,2,n,100
3739,I26723,1600,1200,930,149.322,45,0,n,100
506,I17791,2350,1000,950,272.592,45,4,n,100
421,I19657,1200,1000,975,129.0,45,2,n,100
3404,I48139,1600,1200,930,149.322,45,0,n,100
3239,I47818,1600,1200,930,174.305,45,0,n,100
510,I23813,1200,1000,975,139.98,45,2,n,100
1442,I44446,1200,1000,975,329.77,45,2,n,100
2106,I43048,1200,1000,1057,182.1,0,1,n,100
1435,I25798,1600,1200,930,174.305,45,0,n,100
3846,I11477,1600,1200,930,356.2,45,0,n,100
1351,I06896,1600,1200,930,227.0,45,0,n,100
27,I29696,1800,1400,1020,303.45,45,11,n,100
2696,I43561,1900,1200,750,177.104,45,6,n,100
2343,I06904,1600,1200,930,227.0,45,0,n,100
3164,I21520,1200,1000,359,61.75,0,1,n,100
280,I13746,1600,1200,750,582.6,45,0,n,100
2199,I38881,1200,1000,750,229.88,45,2,n,100
636,I07384,1200,1000,975,129.0,45,2,n,100
719,I14737,2350,1000,950,271.36,45,4,n,100
3444,I14728,1600,1200,930,356.2,45,0,n,100
2945,I48331,1200,1000,459,72.7,0,1,n,100
2387,I29463,1200,1000,975,131.366,45,2,n,100
2531,I06722,1200,1000,975,129.0,45,2,n,100
3926,I46486,1200,1000,975,168.796,45,2,n,100
3590,I40993,1200,1000,975,129.0,45,2,n,100
164,I37327,1600,1200,975,155.8,45,0,n,100
1703,I23523,1600,1200,750,137.391,45,0,n,100
3069,I23836,1400,1200,1450,179.4,45,12,n,100
1197,I48399,1200,1000,750,105.224,45,2,n,100
3688,I18809,1600,1200,1350,303.92,45,0,n,100
2854,I05149,1600,1200,750,155.64,45,0,n,100
2048,I49456,1600,1200,1350,207.72,45,0,n,100
2054,I08976,1400,1200,1450,179.4,45,12,n,100
54,I46562,1800,1400,1020,303.45,45,11,n,100
758,I29075,1200,1000,1155,109.48,0,1,n,100
3810,I41011,1200,1000,359,38.6,0,1,n,100
401,I25710,2050,1550,1450,215.582,45,7,n,100
151,I15586,1200,1000,750,105.224,45,2,n,100
2576,I17159,1200,1000,359,70.016,0,1,n,100
557,I20688,1200,1000,975,160.68,45,2,n,100
3426,I48216,1600,1200,930,149.212,45,0,n,100
598,I40174,1200,1000,975,168.796,45,2,n,100
1967,I16324,1600,1200,930,169.96,45,0,n,100
1942,I31263,2350,1000,950,286.656,45,4,n,100
91,I19307,2350,1000,950,272.592,45,4,n,100
1241,I36170,1200,1000,421,47.022,0,1,n,100
3534,I37765,1200,1000,1057,114.48,0,1,n,100
