id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,34,2,1,1,0,1,l,1
I02,11,2,1,1,0,2,l,1
I03,30,24,1,1,0,3,l,1
I04,31,16,1,1,0,4,l,1
I05,31,11,1,1,0,5,l,1
I06,28,16,1,1,0,6,l,1
I07,29,16,1,1,0,7,l,1
I08,18,6,1,1,0,8,l,1
I09,28,29,1,1,0,9,l,1
I10,29,35,1,1,0,10,l,1
I11,8,19,1,1,0,11,l,1
I12,29,26,1,1,0,12,l,1
I13,31,3,1,1,0,13,l,1
I14,34,18,1,1,0,14,l,1
I15,33,7,1,1,0,15,l,1
I16,1,26,1,1,0,16,l,1
I17,27,35,1,1,0,17,l,1
I18,4,8,1,1,0,18,l,1
I19,7,34,1,1,0,19,l,1
I20,23,3,1,1,0,20,l,1
I21,11,29,1,1,0,21,l,1
I22,16,26,1,1,0,22,l,1
I23,20,25,1,1,0,23,l,1
I24,21,34,1,1,0,24,l,1
I25,26,2,1,1,0,25,l,1
I26,20,31,1,1,0,26,l,1
I27,33,23,1,1,0,27,l,1
I28,33,23,1,1,0,28,l,1
I29,4,33,1,1,0,29,l,1
I30,21,22,1,1,0,30,l,1
I31,12,33,1,1,0,31,l,1
I32,18,14,1,1,0,32,l,1
I33,25,33,1,1,0,33,l,1
I34,28,26,1,1,0,34,l,1
I35,35,14,1,1,0,35,l,1
I36,30,28,1,1,0,36,l,1
I37,11,4,1,1,0,37,l,1
I38,18,34,1,1,0,38,l,1
I39,3,7,1,1,0,39,l,1
I40,31,2,1,1,0,40,l,1
I41,4,3,1,1,0,41,l,1
I42,13,6,1,1,0,42,l,1
I43,18,20,1,1,0,43,l,1
I44,27,27,1,1,0,44,l,1
I45,24,25,1,1,0,45,l,1
I46,7,21,1,1,0,46,l,1
I47,17,35,1,1,0,47,l,1
I48,3,28,1,1,0,48,l,1
I49,33,8,1,1,0,49,l,1
I50,8,28,1,1,0,50,l,1
I51,19,16,1,1,0,51,l,1
I52,26,14,1,1,0,52,l,1
I53,2,6,1,1,0,53,l,1
I54,2,23,1,1,0,54,l,1
I55,21,4,1,1,0,55,l,1
I56,33,3,1,1,0,56,l,1
I57,22,15,1,1,0,57,l,1
I58,19,14,1,1,0,58,l,1
I59,31,19,1,1,0,59,l,1
I60,9,27,1,1,0,60,l,1
I61,9,27,1,1,0,61,l,1
I62,18,9,1,1,0,62,l,1
I63,31,20,1,1,0,63,l,1
I64,19,23,1,1,0,64,l,1
I65,33,6,1,1,0,65,l,1
I66,24,3,1,1,0,66,l,1
I67,23,22,1,1,0,67,l,1
I68,2,11,1,1,0,68,l,1
I69,17,3,1,1,0,69,l,1
I70,28,5,1,1,0,70,l,1
I71,8,1,1,1,0,71,l,1
I72,12,23,1,1,0,72,l,1
I73,35,8,1,1,0,73,l,1
I74,16,10,1,1,0,74,l,1
I75,10,30,1,1,0,75,l,1
I76,26,4,1,1,0,76,l,1
I77,8,15,1,1,0,77,l,1
I78,21,2,1,1,0,78,l,1
I79,4,17,1,1,0,79,l,1
I80,10,24,1,1,0,80,l,1
