,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
104,I01000,1600,1200,930,663.22,45,0,n,100
3564,I28978,1600,1200,975,460.0,45,0,n,100
2096,I16676,1200,1000,975,329.77,45,2,n,100
1590,I12573,1200,1000,975,401.2,45,2,n,100
3156,I25735,1600,1200,930,356.56,45,0,n,100
5063,I40475,1200,1000,930,704.12,45,2,n,100
718,I05369,1200,1000,975,384.74,45,2,n,100
6171,I49709,1910,1200,1295,613.59,45,19,n,100
2289,I18220,1600,1200,930,307.13,45,0,n,100
4818,I38754,1600,1200,930,784.6,45,0,n,100
4142,I33992,1200,1000,545,526.75,45,2,n,100
6246,I50397,1600,1200,930,356.2,45,0,n,100
5116,I41037,1600,1200,975,611.224,45,0,n,100
4276,I34865,1600,1200,1350,303.92,45,0,n,100
828,I06377,1800,1400,1020,303.45,45,11,n,100
3533,I28668,1600,1200,930,358.48,45,0,n,100
2395,I19194,1800,1200,1350,820.48,45,9,n,100
258,I01992,1910,1200,1295,613.59,45,19,n,100
4164,I34140,1600,1200,1350,303.92,45,0,n,100
6251,I50430,1600,1200,930,663.22,45,0,n,100
524,I03956,1600,1200,930,784.6,45,0,n,100
439,I03309,1200,1000,975,401.2,45,2,n,100
3623,I29318,1600,1200,750,323.7,45,0,n,100
2376,I19083,1200,1000,930,347.0,45,2,n,100
4903,I39404,1800,1200,1350,820.48,45,9,n,100
4831,I38799,1600,1200,930,370.78,45,0,n,100
3747,I30258,1200,1000,750,351.756,45,2,n,100
5349,I43065,1200,1000,975,337.9,45,2,n,100
4526,I36808,1600,1200,930,356.56,45,0,n,100
2249,I18127,1600,1200,930,307.13,45,0,n,100
5064,I40478,1600,1200,930,309.5,45,0,n,100
3434,I27996,1800,1400,1020,303.45,45,11,n,100
313,I02248,1600,1200,975,611.224,45,0,n,100
3826,I31031,1200,1000,975,329.77,45,2,n,100
1469,I11842,1600,1200,1350,303.92,45,0,n,100
3776,I30590,1200,1000,930,347.0,45,2,n,100
300,I02160,1600,1200,545,338.16,45,0,n,100
6236,I50210,1600,1200,975,808.3,45,0,n,100
2324,I18543,1600,1200,1350,303.92,45,0,n,100
2693,I21798,1600,1200,545,338.52,45,0,n,100
5995,I48191,1600,1200,930,663.22,45,0,n,100
3898,I31735,1600,1200,930,607.6,45,0,n,100
473,I03619,1600,1200,930,607.6,45,0,n,100
4589,I37262,1910,1200,1295,613.59,45,19,n,100
3534,I28670,1800,1400,1020,303.45,45,11,n,100
5956,I47892,1200,1000,750,431.704,45,2,n,100
5914,I47740,1200,1000,930,347.0,45,2,n,100
3257,I26594,1600,1200,930,547.3,45,0,n,100
3321,I26984,1600,1200,930,358.48,45,0,n,100
1952,I15385,1600,1200,930,307.13,45,0,n,100
2700,I21854,1600,1200,930,551.56,45,0,n,100
4942,I39710,1600,1200,1350,303.92,45,0,n,100
572,I04405,1600,1200,930,307.13,45,0,n,100
5606,I45165,1600,1200,930,551.56,45,0,n,100
5561,I44754,1200,1000,975,401.2,45,2,n,100
2122,I16934,1600,1200,750,323.7,45,0,n,100
5776,I46273,2000,1200,545,408.88,45,5,n,100
3002,I24070,1600,1200,930,307.13,45,0,n,100
1394,I11245,1600,1200,930,309.5,45,0,n,100
5890,I47503,1200,1000,1155,373.25,0,1,n,100
1407,I11303,1600,1200,930,370.78,45,0,n,100
2580,I20950,1600,1200,930,356.56,45,0,n,100
1489,I11954,1600,1200,975,611.224,45,0,n,100
1412,I11328,1600,1200,1350,303.92,45,0,n,100
4384,I35766,1910,1200,1295,613.59,45,19,n,100
2761,I22152,1600,1200,1350,303.92,45,0,n,100
516,I03882,1600,1200,750,323.7,45,0,n,100
1527,I12174,1600,1200,930,356.2,45,0,n,100
4684,I37827,1600,1200,930,663.22,45,0,n,100
116,I01038,1900,1200,750,845.38,45,6,n,100
5646,I45430,2000,1200,2350,367.608,45,22,n,100
1465,I11815,1600,1200,975,808.3,45,0,n,100
122,I01044,1800,1400,1020,303.45,45,11,n,100
4467,I36437,1600,1200,750,323.7,45,0,n,100
4069,I33361,1600,1200,930,358.48,45,0,n,100
3223,I26344,1600,1200,545,338.52,45,0,n,100
1754,I13664,1800,1400,1020,303.45,45,11,n,100
106,I01003,1600,1200,930,607.6,45,0,n,100
1794,I14038,1600,1200,930,356.56,45,0,n,100
1746,I13630,1600,1200,930,364.84,45,0,n,100
4303,I35121,1800,1400,1020,303.45,45,11,n,100
4271,I34851,1600,1200,930,830.32,45,0,n,100
1298,I10446,1800,1400,1020,303.45,45,11,n,100
5946,I47882,1600,1200,1350,303.92,45,0,n,100
2038,I16201,1600,1200,930,358.48,45,0,n,100
3308,I26857,1600,1200,930,438.4,45,0,n,100
4348,I35592,1200,1000,930,414.14,45,2,n,100
4181,I34268,1600,1200,750,582.6,45,0,n,100
2175,I17346,1900,1200,750,713.62,45,6,n,100
4748,I38273,1800,1400,1020,303.45,45,11,n,100
2625,I21462,1800,1200,1350,820.48,45,9,n,100
331,I02429,1800,1400,1020,303.45,45,11,n,100
4578,I37213,1200,1000,975,329.77,45,2,n,100
4870,I38996,1800,1200,1350,820.48,45,9,n,100
4545,I36975,1200,1000,975,708.0,45,2,n,100
4040,I33056,1600,1200,930,547.3,45,0,n,100
5525,I44510,1600,1200,930,356.2,45,0,n,100
3489,I28462,1910,1200,1295,613.59,45,19,n,100
3209,I26143,1200,1000,930,413.58,45,2,n,100
1220,I09901,1200,1000,975,329.77,45,2,n,100
2477,I20107,1200,1000,975,329.77,45,2,n,100
2373,I19076,1900,1200,750,845.38,45,6,n,100
1672,I13218,1200,1000,975,401.2,45,2,n,100
1595,I12578,1600,1200,930,438.4,45,0,n,100
4939,I39696,1200,1000,975,329.77,45,2,n,100
3719,I29893,1600,1200,930,607.6,45,0,n,100
5401,I43474,1600,1200,930,307.13,45,0,n,100
5587,I45001,1600,1200,1350,303.92,45,0,n,100
4960,I39803,1200,1000,975,329.77,45,2,n,100
5566,I44815,1600,1200,930,784.6,45,0,n,100
5981,I48034,1600,1200,1350,303.92,45,0,n,100
3195,I26039,1600,1200,930,396.2,45,0,n,100
5861,I47109,1600,1200,750,323.7,45,0,n,100
4568,I37175,1800,1400,1020,303.45,45,11,n,100
4369,I35733,1600,1200,930,309.5,45,0,n,100
2537,I20659,1200,1000,750,405.72,45,2,n,100
2104,I16725,1600,1200,930,784.6,45,0,n,100
1861,I14672,1200,1000,975,329.77,45,2,n,100
3680,I29670,1600,1200,930,307.13,45,0,n,100
1696,I13365,1600,1200,930,307.13,45,0,n,100
4176,I34230,1200,1000,975,329.77,45,2,n,100
3400,I27734,1600,1200,930,547.3,45,0,n,100
4968,I39856,1910,1200,1295,613.59,45,19,n,100
151,I01299,1200,1000,930,617.24,45,2,n,100
2870,I23022,1600,1200,930,356.2,45,0,n,100
4325,I35358,1600,1200,1350,303.92,45,0,n,100
4279,I34885,1600,1200,750,323.7,45,0,n,100
3200,I26108,1600,1200,930,607.6,45,0,n,100
4899,I39319,1800,1200,1350,820.48,45,9,n,100
