,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
1953,I1953,1200,1200,100,9.0,0,2,n,3
3290,I3290,1200,1200,2500,653.0,0,2,n,10
3918,I3918,1200,1200,2500,386.0,0,2,n,10
1666,I1666,800,800,1200,396.0,0,1,n,10
2215,I2215,600,600,800,759.0,0,3,n,10
976,I0976,600,600,800,182.0,0,3,n,10
602,I0602,800,1200,2400,561.0,0,0,n,10
218,I0218,1200,1200,100,4.0,0,2,n,3
1818,I1818,1200,1200,100,7.0,0,2,n,3
2445,I2445,1200,1200,100,9.0,0,2,n,3
3451,I3451,800,800,1200,456.0,0,1,n,10
3113,I3113,600,600,200,8.0,0,3,n,3
124,I0124,800,1200,2400,217.0,0,0,n,10
3931,I3931,800,1200,2400,359.0,0,0,n,10
3344,I3344,1200,1200,100,5.0,0,2,n,3
2034,I2034,800,1200,200,13.0,0,0,n,3
1926,I1926,800,800,200,16.0,0,1,n,3
2009,I2009,800,800,200,16.0,0,1,n,3
2689,I2689,1200,1200,2500,457.0,0,2,n,10
1447,I1447,1200,1200,100,11.0,0,2,n,3
398,I0398,800,1200,2400,632.0,0,0,n,10
3743,I3743,600,600,200,9.0,0,3,n,3
1258,I1258,600,600,800,459.0,0,3,n,10
577,I0577,1200,1200,100,7.0,0,2,n,3
2071,I2071,1200,1200,2500,528.0,0,2,n,10
3590,I3590,800,800,200,3.0,0,1,n,3
217,I0217,800,800,1200,240.0,0,1,n,10
3322,I3322,800,1200,200,9.0,0,0,n,3
3007,I3007,800,1200,2400,351.0,0,0,n,10
2443,I2443,600,600,800,471.0,0,3,n,10
1544,I1544,1200,1200,2500,214.0,0,2,n,10
1068,I1068,800,1200,2400,519.0,0,0,n,10
3738,I3738,600,600,200,8.0,0,3,n,3
2643,I2643,800,800,1200,363.0,0,1,n,10
1693,I1693,800,800,1200,461.0,0,1,n,10
3189,I3189,800,1200,2400,380.0,0,0,n,10
3898,I3898,800,800,200,9.0,0,1,n,3
2237,I2237,600,600,800,728.0,0,3,n,10
3301,I3301,800,1200,2400,580.0,0,0,n,10
2725,I2725,600,600,200,11.0,0,3,n,3
3284,I3284,800,800,1200,552.0,0,1,n,10
3403,I3403,800,800,1200,212.0,0,1,n,10
1346,I1346,1200,1200,100,16.0,0,2,n,3
2726,I2726,800,1200,200,9.0,0,0,n,3
3505,I3505,600,600,200,15.0,0,3,n,3
1828,I1828,800,1200,200,3.0,0,0,n,3
1163,I1163,800,800,1200,637.0,0,1,n,10
1733,I1733,800,1200,200,12.0,0,0,n,3
582,I0582,600,600,200,12.0,0,3,n,3
1272,I1272,600,600,200,7.0,0,3,n,3
757,I0757,1200,1200,2500,342.0,0,2,n,10
320,I0320,800,1200,200,20.0,0,0,n,3
3426,I3426,800,800,1200,483.0,0,1,n,10
510,I0510,800,800,1200,283.0,0,1,n,10
3282,I3282,1200,1200,100,10.0,0,2,n,3
3129,I3129,800,1200,2400,583.0,0,0,n,10
1116,I1116,600,600,800,591.0,0,3,n,10
167,I0167,600,600,800,127.0,0,3,n,10
1809,I1809,1200,1200,100,15.0,0,2,n,3
3882,I3882,600,600,800,309.0,0,3,n,10
2844,I2844,1200,1200,2500,507.0,0,2,n,10
3164,I3164,800,1200,2400,490.0,0,0,n,10
3707,I3707,800,1200,200,13.0,0,0,n,3
1328,I1328,800,800,1200,603.0,0,1,n,10
2398,I2398,800,1200,200,7.0,0,0,n,3
868,I0868,800,1200,200,17.0,0,0,n,3
3273,I3273,800,800,1200,412.0,0,1,n,10
138,I0138,800,800,1200,543.0,0,1,n,10
1559,I1559,800,1200,2400,417.0,0,0,n,10
3360,I3360,800,1200,2400,443.0,0,0,n,10
467,I0467,1200,1200,2500,316.0,0,2,n,10
3641,I3641,600,600,800,164.0,0,3,n,10
1586,I1586,600,600,800,411.0,0,3,n,10
1039,I1039,800,1200,200,12.0,0,0,n,3
1003,I1003,800,1200,2400,456.0,0,0,n,10
888,I0888,800,1200,200,9.0,0,0,n,3
922,I0922,1200,1200,100,12.0,0,2,n,3
3001,I3001,1200,1200,2500,466.0,0,2,n,10
738,I0738,800,1200,200,5.0,0,0,n,3
1442,I1442,800,1200,2400,546.0,0,0,n,10
1416,I1416,800,800,1200,277.0,0,1,n,10
1963,I1963,1200,1200,100,7.0,0,2,n,3
2403,I2403,600,600,800,739.0,0,3,n,10
2778,I2778,800,800,200,7.0,0,1,n,3
3556,I3556,800,1200,2400,471.0,0,0,n,10
3928,I3928,800,800,1200,412.0,0,1,n,10
2842,I2842,600,600,800,312.0,0,3,n,10
1448,I1448,800,800,200,8.0,0,1,n,3
2207,I2207,600,600,200,15.0,0,3,n,3
1627,I1627,1200,1200,2500,301.0,0,2,n,10
3676,I3676,800,1200,2400,480.0,0,0,n,10
1030,I1030,800,800,200,11.0,0,1,n,3
425,I0425,600,600,800,649.0,0,3,n,10
2805,I2805,600,600,200,4.0,0,3,n,3
524,I0524,1200,1200,100,15.0,0,2,n,3
2265,I2265,800,800,200,12.0,0,1,n,3
297,I0297,800,800,200,17.0,0,1,n,3
3507,I3507,800,1200,200,13.0,0,0,n,3
2143,I2143,600,600,200,14.0,0,3,n,3
544,I0544,800,800,1200,436.0,0,1,n,10
2505,I2505,800,1200,2400,259.0,0,0,n,10
2854,I2854,800,1200,2400,557.0,0,0,n,10
763,I0763,600,600,200,5.0,0,3,n,3
1409,I1409,1200,1200,100,11.0,0,2,n,3
1942,I1942,800,1200,200,10.0,0,0,n,3
2736,I2736,800,1200,2400,280.0,0,0,n,10
1851,I1851,600,600,200,5.0,0,3,n,3
3348,I3348,1200,1200,2500,273.0,0,2,n,10
3241,I3241,600,600,800,400.0,0,3,n,10
3687,I3687,600,600,800,707.0,0,3,n,10
3240,I3240,1200,1200,100,15.0,0,2,n,3
25,I0025,600,600,800,423.0,0,3,n,10
756,I0756,800,1200,200,9.0,0,0,n,3
2134,I2134,1200,1200,2500,515.0,0,2,n,10
2378,I2378,1200,1200,100,5.0,0,2,n,3
1611,I1611,1200,1200,2500,636.0,0,2,n,10
3368,I3368,1200,1200,2500,395.0,0,2,n,10
2616,I2616,600,600,200,16.0,0,3,n,3
3710,I3710,800,800,200,17.0,0,1,n,3
2708,I2708,1200,1200,100,6.0,0,2,n,3
628,I0628,1200,1200,2500,606.0,0,2,n,10
3947,I3947,1200,1200,2500,681.0,0,2,n,10
1271,I1271,1200,1200,100,4.0,0,2,n,3
422,I0422,800,800,200,12.0,0,1,n,3
1396,I1396,1200,1200,100,3.0,0,2,n,3
116,I0116,1200,1200,2500,683.0,0,2,n,10
1528,I1528,600,600,800,363.0,0,3,n,10
3156,I3156,600,600,800,415.0,0,3,n,10
3841,I3841,600,600,200,15.0,0,3,n,3
2304,I2304,800,800,200,9.0,0,1,n,3
2383,I2383,800,800,1200,340.0,0,1,n,10
2789,I2789,800,800,200,16.0,0,1,n,3
952,I0952,800,800,1200,622.0,0,1,n,10
3384,I3384,1200,1200,100,7.0,0,2,n,3
1460,I1460,600,600,800,416.0,0,3,n,10
2352,I2352,800,1200,200,6.0,0,0,n,3
1491,I1491,800,800,1200,590.0,0,1,n,10
3933,I3933,1200,1200,100,14.0,0,2,n,3
638,I0638,1200,1200,2500,713.0,0,2,n,10
615,I0615,600,600,200,8.0,0,3,n,3
152,I0152,1200,1200,100,12.0,0,2,n,3
3746,I3746,600,600,800,278.0,0,3,n,10
242,I0242,800,800,1200,263.0,0,1,n,10
431,I0431,800,800,1200,503.0,0,1,n,10
980,I0980,600,600,200,19.0,0,3,n,3
2326,I2326,1200,1200,2500,499.0,0,2,n,10
2245,I2245,1200,1200,100,14.0,0,2,n,3
2198,I2198,1200,1200,100,7.0,0,2,n,3
2694,I2694,800,800,1200,427.0,0,1,n,10
2740,I2740,1200,1200,100,8.0,0,2,n,3
171,I0171,800,800,1200,612.0,0,1,n,10
515,I0515,1200,1200,100,15.0,0,2,n,3
1301,I1301,1200,1200,2500,357.0,0,2,n,10
53,I0053,800,800,200,14.0,0,1,n,3
75,I0075,600,600,800,218.0,0,3,n,10
581,I0581,800,800,200,9.0,0,1,n,3
3729,I3729,800,800,200,6.0,0,1,n,3
3762,I3762,800,800,1200,675.0,0,1,n,10
1266,I1266,600,600,200,15.0,0,3,n,3
184,I0184,1200,1200,100,14.0,0,2,n,3
655,I0655,1200,1200,100,12.0,0,2,n,3
688,I0688,600,600,200,13.0,0,3,n,3
3604,I3604,800,1200,200,6.0,0,0,n,3
3409,I3409,600,600,800,425.0,0,3,n,10
1217,I1217,800,800,200,17.0,0,1,n,3
1954,I1954,800,800,1200,151.0,0,1,n,10
2517,I2517,1200,1200,100,15.0,0,2,n,3
1173,I1173,1200,1200,2500,286.0,0,2,n,10
1887,I1887,1200,1200,2500,713.0,0,2,n,10
3063,I3063,600,600,200,16.0,0,3,n,3
2333,I2333,800,800,200,11.0,0,1,n,3
