id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,21,22,1,1,0,1,l,1
I02,31,13,1,1,0,2,l,1
I03,9,35,1,1,0,3,l,1
I04,9,35,1,1,0,4,l,1
I05,9,35,1,1,0,5,l,1
I06,9,24,1,1,0,6,l,1
I07,9,24,1,1,0,7,l,1
I08,9,24,1,1,0,8,l,1
I09,30,7,1,1,0,9,l,1
I10,30,7,1,1,0,10,l,1
I11,11,13,1,1,0,11,l,1
I12,11,13,1,1,0,12,l,1
I13,11,13,1,1,0,13,l,1
I14,10,14,1,1,0,14,l,1
I15,14,8,1,1,0,15,l,1
I16,14,8,1,1,0,16,l,1
I17,14,8,1,1,0,17,l,1
I18,12,8,1,1,0,18,l,1
I19,12,8,1,1,0,19,l,1
I20,12,8,1,1,0,20,l,1
I21,13,7,1,1,0,21,l,1
I22,13,7,1,1,0,22,l,1
I23,13,7,1,1,0,23,l,1
