,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
4333,I4333,800,500,615,338.0,100,1,n,3
6038,I6038,1500,1000,615,197.0,100,7,n,4
1800,I1800,800,500,615,402.0,100,1,n,3
605,I0605,1500,1000,615,329.0,100,7,n,4
3263,I3263,1200,1000,615,386.0,100,6,n,4
5042,I5042,1500,1000,615,332.0,100,7,n,4
6430,I6430,1200,800,615,196.0,100,4,n,4
6156,I6156,1500,1000,615,226.0,100,7,l,4
715,I0715,1500,1000,615,229.0,100,7,n,4
1558,I1558,1000,800,615,130.0,100,3,n,4
3359,I3359,800,500,615,0.0,100,1,n,3
4627,I4627,1200,1000,615,401.0,100,6,n,4
4207,I4207,800,600,615,247.0,100,2,n,3
1362,I1362,800,600,615,275.0,100,2,n,3
1413,I1413,1500,800,615,265.0,100,5,n,4
4958,I4958,1200,1000,615,180.0,100,6,w,4
5690,I5690,1500,800,615,139.0,100,5,w,4
607,I0607,1500,800,615,0.0,100,5,n,4
6058,I6058,1500,1000,615,322.0,100,7,n,4
3139,I3139,1500,1000,615,233.0,100,7,n,4
4682,I4682,1500,800,615,422.0,100,5,n,4
3221,I3221,1000,800,615,272.0,100,3,n,4
1147,I1147,800,600,615,150.0,100,2,n,3
87,I0087,1500,800,615,315.0,100,5,w,4
773,I0773,1500,1000,615,373.0,100,7,n,4
5696,I5696,800,460,615,430.0,100,0,w,3
4090,I4090,1200,1000,615,237.0,100,6,l,4
2088,I2088,1500,800,615,0.0,100,5,n,4
2085,I2085,800,500,615,230.0,100,1,w,3
4540,I4540,1000,800,615,257.0,100,3,n,4
3362,I3362,800,460,615,136.0,100,0,n,3
4270,I4270,800,460,615,306.0,100,0,n,3
61,I0061,1200,800,615,216.0,100,4,n,4
3324,I3324,1200,1000,615,320.0,100,6,l,4
2428,I2428,1200,800,615,302.0,100,4,w,4
1999,I1999,1500,800,615,309.0,100,5,n,4
2517,I2517,1500,800,615,161.0,100,5,n,4
5447,I5447,800,600,615,0.0,100,2,n,3
1612,I1612,1200,1000,615,193.0,100,6,l,4
1704,I1704,1200,1000,615,373.0,100,6,n,4
2403,I2403,1200,800,615,0.0,100,4,n,4
1216,I1216,800,460,615,440.0,100,0,n,3
2645,I2645,800,500,615,292.0,100,1,w,3
4227,I4227,1200,800,615,431.0,100,4,n,4
1533,I1533,800,600,615,365.0,100,2,w,3
6247,I6247,1500,1000,615,425.0,100,7,n,4
3077,I3077,1200,800,615,239.0,100,4,n,4
5123,I5123,1200,800,615,181.0,100,4,n,4
3097,I3097,1200,800,615,417.0,100,4,n,4
4995,I4995,800,460,615,283.0,100,0,n,3
4263,I4263,1500,800,615,312.0,100,5,n,4
1733,I1733,1500,1000,615,345.0,100,7,n,4
5682,I5682,1000,800,615,252.0,100,3,n,4
6272,I6272,1200,1000,615,91.0,100,6,n,4
25,I0025,800,600,615,338.0,100,2,n,3
5155,I5155,1200,1000,615,313.0,100,6,n,4
3692,I3692,800,600,615,327.0,100,2,n,3
309,I0309,1200,1000,615,169.0,100,6,n,4
968,I0968,1000,800,615,108.0,100,3,n,4
6405,I6405,1200,1000,615,326.0,100,6,w,4
1951,I1951,1000,800,615,193.0,100,3,n,4
392,I0392,1500,1000,615,366.0,100,7,n,4
56,I0056,1200,1000,615,175.0,100,6,n,4
1334,I1334,800,500,615,432.0,100,1,n,3
4458,I4458,800,600,615,213.0,100,2,n,3
923,I0923,1500,1000,615,299.0,100,7,n,4
184,I0184,1200,800,615,0.0,100,4,n,4
2019,I2019,800,500,615,310.0,100,1,n,3
6391,I6391,1500,1000,615,97.0,100,7,w,4
1587,I1587,1000,800,615,260.0,100,3,n,4
5837,I5837,1500,800,615,337.0,100,5,n,4
5518,I5518,800,460,615,0.0,100,0,n,3
6139,I6139,1200,800,615,328.0,100,4,n,4
5301,I5301,800,500,615,274.0,100,1,n,3
3129,I3129,800,460,615,335.0,100,0,n,3
3878,I3878,1200,1000,615,256.0,100,6,n,4
281,I0281,1200,800,615,270.0,100,4,n,4
304,I0304,1200,800,615,258.0,100,4,w,4
4817,I4817,800,460,615,0.0,100,0,l,3
1863,I1863,1500,1000,615,249.0,100,7,n,4
3504,I3504,800,500,615,368.0,100,1,n,3
6161,I6161,1000,800,615,276.0,100,3,n,4
4459,I4459,800,500,615,141.0,100,1,n,3
2557,I2557,800,600,615,257.0,100,2,n,3
3002,I3002,1500,1000,615,445.0,100,7,n,4
4654,I4654,1000,800,615,189.0,100,3,n,4
5340,I5340,1500,1000,615,272.0,100,7,l,4
1622,I1622,800,500,615,365.0,100,1,n,3
106,I0106,800,460,615,314.0,100,0,n,3
2481,I2481,1500,800,615,288.0,100,5,n,4
1847,I1847,1500,1000,615,389.0,100,7,n,4
5291,I5291,1200,1000,615,295.0,100,6,n,4
1088,I1088,1500,1000,615,353.0,100,7,n,4
1765,I1765,800,460,615,0.0,100,0,n,3
5378,I5378,800,460,615,272.0,100,0,n,3
2321,I2321,800,460,615,248.0,100,0,n,3
3142,I3142,1200,800,615,0.0,100,4,n,4
2686,I2686,1500,1000,615,408.0,100,7,n,4
3666,I3666,1200,800,615,298.0,100,4,n,4
452,I0452,1500,800,615,0.0,100,5,n,4
4442,I4442,800,500,615,286.0,100,1,n,3
988,I0988,1500,800,615,246.0,100,5,n,4
5825,I5825,1200,800,615,259.0,100,4,n,4
6003,I6003,1200,1000,615,286.0,100,6,n,4
4707,I4707,800,460,615,353.0,100,0,n,3
5033,I5033,1500,800,615,194.0,100,5,w,4
492,I0492,1500,1000,615,273.0,100,7,l,4
913,I0913,800,600,615,358.0,100,2,n,3
