id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I0001,8,6,1,1,0,2,n,1
I0002,11,4,1,1,0,3,n,1
I0003,10,3,1,1,0,4,n,1
I0004,4,7,1,1,0,5,n,1
I0005,12,6,1,1,0,6,n,1
I0006,11,6,1,1,0,7,n,1
I0007,12,8,1,1,0,8,n,1
I0008,3,6,1,1,0,9,n,1
I0009,4,3,1,1,0,10,n,1
I0010,3,8,1,1,0,11,n,1
I0011,9,1,1,1,0,12,n,1
I0012,1,3,1,1,0,13,n,1
I0013,8,6,1,1,0,14,n,1
I0014,11,3,1,1,0,15,n,1
I0015,11,1,1,1,0,16,n,1
I0016,9,8,1,1,0,17,n,1
I0017,9,1,1,1,0,18,n,1
I0018,11,5,1,1,0,19,n,1
I0019,1,7,1,1,0,20,n,1
I0020,7,8,1,1,0,21,n,1
