id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I0,15,20,25,1,0,0,n,100
I1,15,20,25,1,0,0,n,100
I2,15,20,25,1,0,0,n,100
I3,15,20,25,1,0,0,n,100
I4,15,20,25,1,0,0,n,100
I5,15,20,25,1,0,0,n,100
I6,15,20,25,1,0,0,n,100
I7,15,20,25,1,0,0,n,100
I8,15,20,25,1,0,0,n,100
I9,15,20,25,1,0,0,n,100
I10,15,20,25,1,0,0,n,100
I11,15,20,25,1,0,0,n,100
I12,15,20,25,1,0,0,n,100
I13,15,20,25,1,0,0,n,100
I14,15,20,25,1,0,0,n,100
I15,15,20,25,1,0,0,n,100
I16,15,20,25,1,0,0,n,100
I17,15,20,25,1,0,0,n,100
I18,15,20,25,1,0,0,n,100
I19,15,20,25,1,0,0,n,100
I20,15,20,25,1,0,0,n,100
I21,15,20,25,1,0,0,n,100
I22,15,20,25,1,0,0,n,100
I23,15,20,25,1,0,0,n,100
I24,15,20,25,1,0,0,n,100
I25,10,15,10,1,0,1,n,100
I26,10,15,10,1,0,1,n,100
I27,10,15,10,1,0,1,n,100
I28,10,15,10,1,0,1,n,100
I29,10,15,10,1,0,1,n,100
I30,10,15,10,1,0,1,n,100
I31,10,15,10,1,0,1,n,100
I32,10,15,10,1,0,1,n,100
I33,10,15,10,1,0,1,n,100
I34,10,15,10,1,0,1,n,100
I35,10,15,10,1,0,1,n,100
I36,10,15,10,1,0,1,n,100
I37,10,15,10,1,0,1,n,100
I38,10,15,10,1,0,1,n,100
I39,10,15,10,1,0,1,n,100
I40,10,15,10,1,0,1,n,100
I41,10,15,10,1,0,1,n,100
I42,10,15,10,1,0,1,n,100
I43,10,15,10,1,0,1,n,100
I44,10,15,10,1,0,1,n,100
I45,10,15,10,1,0,1,n,100
I46,10,15,10,1,0,1,n,100
I47,10,15,10,1,0,1,n,100
I48,10,15,10,1,0,1,n,100
I49,10,15,10,1,0,1,n,100
I50,10,15,10,1,0,1,n,100
I51,10,15,10,1,0,1,n,100
I52,10,15,10,1,0,1,n,100
I53,10,15,10,1,0,1,n,100
I54,10,15,10,1,0,1,n,100
I55,20,25,35,1,0,2,n,100
I56,20,25,35,1,0,2,n,100
I57,20,25,35,1,0,2,n,100
I58,20,25,35,1,0,2,n,100
I59,20,25,35,1,0,2,n,100
I60,20,25,35,1,0,2,n,100
I61,20,25,35,1,0,2,n,100
I62,20,25,35,1,0,2,n,100
I63,20,25,35,1,0,2,n,100
I64,20,25,35,1,0,2,n,100
I65,20,25,35,1,0,2,n,100
I66,20,25,35,1,0,2,n,100
I67,20,25,35,1,0,2,n,100
I68,20,25,35,1,0,2,n,100
I69,20,25,35,1,0,2,n,100
I70,20,25,35,1,0,2,n,100
I71,20,25,35,1,0,2,n,100
I72,20,25,35,1,0,2,n,100
I73,20,25,35,1,0,2,n,100
I74,20,25,35,1,0,2,n,100
I75,20,25,35,1,0,2,n,100
I76,20,25,35,1,0,2,n,100
I77,20,25,35,1,0,2,n,100
I78,20,25,35,1,0,2,n,100
I79,20,25,35,1,0,2,n,100
I80,20,25,35,1,0,2,n,100
I81,20,25,35,1,0,2,n,100
I82,20,25,35,1,0,2,n,100
I83,20,25,35,1,0,2,n,100
I84,20,25,35,1,0,2,n,100
I85,20,25,35,1,0,2,n,100
I86,20,25,35,1,0,2,n,100
I87,20,25,35,1,0,2,n,100
I88,20,25,35,1,0,2,n,100
I89,20,25,35,1,0,2,n,100
I90,20,25,35,1,0,2,n,100
I91,20,25,35,1,0,2,n,100
I92,20,25,35,1,0,2,n,100
I93,20,25,35,1,0,2,n,100
I94,20,25,35,1,0,2,n,100
