id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,730,300,1,1,0,1,l,1
I02,269,717,1,1,0,2,l,1
I03,463,369,1,1,0,3,l,1
I04,642,464,1,1,0,4,l,1
I05,453,329,1,1,0,5,l,1
I06,455,667,1,1,0,6,l,1
I07,506,482,1,1,0,7,l,1
I08,560,362,1,1,0,8,l,1
I09,483,260,1,1,0,9,l,1
I10,693,345,1,1,0,10,l,1
I11,381,510,1,1,0,11,l,1
I12,456,586,1,1,0,12,l,1
I13,457,453,1,1,0,13,l,1
I14,707,658,1,1,0,14,l,1
I15,639,650,1,1,0,15,l,1
I16,691,359,1,1,0,16,l,1
I17,434,700,1,1,0,17,l,1
I18,576,291,1,1,0,18,l,1
I19,728,739,1,1,0,19,l,1
I20,545,742,1,1,0,20,l,1
