,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
766,I01662,1400,1200,1450,179.4,45,12,n,100
1649,I07015,2050,1550,1450,215.582,45,7,n,100
2575,I30264,800,600,445,16.67,0,3,n,100
496,I00496,1200,1000,975,142.59,45,2,n,100
2160,I13834,2200,1600,1450,258.56,45,14,n,100
2456,I22608,2000,1200,545,408.88,45,5,n,100
2143,I13730,780,570,478,81.72,47,8,w,4
2270,I16169,1800,1200,930,249.0,45,9,n,100
143,I00143,1600,1200,930,313.0,45,0,n,100
864,I02309,2050,1550,1450,215.582,45,7,n,100
1974,I11000,780,570,478,170.28,47,8,w,4
538,I00768,2050,1550,1450,215.582,45,7,n,100
1097,I03286,1800,1400,1020,201.008,45,11,n,3
1179,I03853,2200,1600,1450,258.56,45,14,n,100
1788,I08982,2000,1200,2350,367.608,45,22,n,100
1441,I05348,1800,1400,1020,303.45,45,11,n,100
1033,I03134,1400,1200,1450,179.4,45,12,n,100
880,I02325,2050,1550,1450,215.582,45,7,n,100
1849,I09592,780,570,478,100.96,47,8,w,4
442,I00442,1200,1000,975,142.59,45,2,n,100
2007,I11393,1800,1200,1350,820.48,45,9,n,100
5,I00005,1200,1000,750,106.03,45,2,n,100
1996,I11340,2030,1530,1350,245.36,45,13,n,100
2389,I19168,2030,1530,1350,294.22,45,13,n,100
2384,I18818,1800,1200,930,249.0,45,9,n,100
147,I00147,2050,1550,1450,215.582,45,7,n,100
1114,I03397,2000,1200,545,408.88,45,5,n,100
313,I00313,2350,1000,950,286.656,45,4,n,100
1776,I08895,2200,1600,1450,258.56,45,14,n,100
2252,I15818,1800,1200,1350,820.48,45,9,n,100
1622,I06877,2050,1550,1450,215.582,45,7,n,100
57,I00057,1200,1000,975,131.366,45,2,n,100
100,I00100,1900,1200,750,177.104,45,6,n,100
465,I00465,2200,1600,1450,258.56,45,14,n,100
1245,I04163,1800,1400,1020,201.008,45,11,n,3
619,I01015,2050,1550,1450,215.582,45,7,n,100
326,I00326,1200,1000,975,129.0,45,2,n,100
2292,I16267,2200,1600,1450,258.56,45,14,n,100
152,I00152,2050,1550,1450,215.582,45,7,n,100
831,I02009,1910,1200,1295,613.59,45,19,n,100
1443,I05350,1800,1400,1020,303.45,45,11,n,100
827,I02005,1910,1200,1295,613.59,45,19,n,100
863,I02308,2050,1550,1450,215.582,45,7,n,100
814,I01992,1910,1200,1295,613.59,45,19,n,100
2369,I18273,2030,1530,1350,245.36,45,13,n,100
2061,I12123,2030,1530,1350,245.36,45,13,n,100
350,I00350,1600,1200,930,149.322,45,0,n,100
1680,I07636,780,570,478,82.32,47,8,w,4
1351,I04826,2030,1530,1350,245.36,45,13,n,100
2057,I12053,2030,1530,1350,294.22,45,13,n,100
1123,I03467,780,570,478,104.768,47,8,w,4
1323,I04584,2030,1530,1350,294.22,45,13,n,100
1959,I10697,2200,1600,1450,258.56,45,14,n,100
930,I02554,2050,1550,1450,215.582,45,7,n,100
1424,I05188,1900,1200,750,257.46,45,6,n,100
785,I01791,2350,1000,950,286.656,45,4,n,100
604,I00984,1400,1200,1450,179.4,45,12,n,100
2060,I12122,2030,1530,1350,245.36,45,13,n,100
1481,I05571,1400,1200,1450,179.4,45,12,n,100
2388,I19032,1800,1200,930,249.0,45,9,n,100
2411,I21314,2000,1200,2350,367.608,45,22,n,100
625,I01038,1900,1200,750,845.38,45,6,n,100
548,I00789,2200,1600,1450,258.56,45,14,n,100
523,I00541,1600,1200,930,174.305,45,0,n,100
1260,I04199,1800,1400,1020,201.008,45,11,n,3
949,I02687,1900,1200,750,177.104,45,6,n,100
3,I00003,1200,1000,930,413.58,45,2,n,100
2256,I16056,2030,1530,1350,245.36,45,13,n,100
2180,I14192,1800,1200,930,249.0,45,9,n,100
2450,I22029,2030,1530,1350,245.36,45,13,n,100
1320,I04581,780,570,478,96.256,47,8,w,4
349,I00349,1900,1200,750,257.46,45,6,n,100
1250,I04168,1800,1400,1020,201.008,45,11,n,3
2354,I18194,1910,1200,1295,613.59,45,19,n,100
396,I00396,1400,1200,1450,179.4,45,12,n,100
957,I02715,1400,1200,1450,179.4,45,12,n,100
2446,I22025,2030,1530,1350,245.36,45,13,n,100
2002,I11353,1900,1200,750,177.104,45,6,n,100
2518,I28458,1910,1200,1295,613.59,45,19,n,100
436,I00436,1200,1000,930,704.12,45,2,n,100
2332,I17935,2000,1200,545,408.88,45,5,n,100
2033,I11556,1900,1200,750,177.104,45,6,n,100
934,I02606,2350,1000,950,286.656,45,4,n,100
2055,I11969,780,570,478,81.72,47,8,w,4
1993,I11337,2030,1530,1350,245.36,45,13,n,100
450,I00450,1600,1200,930,174.305,45,0,n,100
2210,I14555,1800,1200,930,249.0,45,9,n,100
173,I00173,1200,1000,1155,166.6,0,1,n,100
1770,I08666,1900,1200,750,257.46,45,6,n,100
2662,I46856,800,600,445,16.67,0,3,n,100
1057,I03164,2350,1000,950,272.592,45,4,n,100
1682,I07690,780,570,478,100.96,47,8,w,4
774,I01670,1400,1200,1450,179.4,45,12,n,100
36,I00036,1600,1200,975,166.392,45,0,n,100
234,I00234,1200,1000,930,140.0,45,2,n,100
2167,I14021,2200,1600,1450,258.56,45,14,n,100
205,I00205,1200,1000,750,105.224,45,2,n,100
675,I01256,1800,1200,930,249.0,45,9,n,100
391,I00391,1400,1200,1450,179.4,45,12,n,100
441,I00441,1200,1000,975,142.59,45,2,n,100
1759,I08627,1900,1200,750,177.104,45,6,n,100
924,I02525,780,570,478,160.56,47,8,w,4
1606,I06827,1910,1200,1295,613.59,45,19,n,100
1556,I06557,1900,1200,750,177.104,45,6,n,100
445,I00445,1600,1200,975,246.9,45,0,n,100
2323,I17551,1800,1200,930,249.0,45,9,n,100
47,I00047,1600,1200,975,155.8,45,0,n,100
1412,I05111,2030,1530,1350,245.36,45,13,n,100
1667,I07406,1900,1200,750,257.46,45,6,n,100
1368,I04993,2050,1550,1450,215.582,45,7,n,100
2194,I14435,2030,1530,975,245.764,45,13,n,100
2053,I11967,780,570,478,81.72,47,8,w,4
734,I01508,1800,1200,930,249.0,45,9,n,100
7,I00007,800,600,445,16.67,0,3,n,100
1718,I08118,1900,1200,750,257.46,45,6,n,100
790,I01833,1800,1400,1020,303.45,45,11,n,100
1353,I04828,2030,1530,1350,245.36,45,13,n,100
1708,I07900,1900,1200,750,845.38,45,6,n,100
763,I01659,1400,1200,1450,179.4,45,12,n,100
243,I00243,1200,1000,1057,89.46,0,1,n,100
2522,I28462,1910,1200,1295,613.59,45,19,n,100
1751,I08560,780,570,478,101.52,47,8,w,4
997,I02911,1800,1400,1020,303.45,45,11,n,100
1955,I10689,780,570,478,100.96,47,8,w,4
1648,I07014,2050,1550,1450,215.582,45,7,n,100
2290,I16265,2200,1600,1450,258.56,45,14,n,100
2325,I17892,2030,1530,1350,245.36,45,13,n,100
1496,I05758,780,570,478,100.96,47,8,w,4
1765,I08633,1900,1200,750,177.104,45,6,n,100
1053,I03154,1400,1200,1450,179.4,45,12,n,100
1134,I03693,2050,1550,1450,215.582,45,7,n,100
717,I01486,1800,1400,1020,201.008,45,11,n,3
1347,I04778,1800,1400,1020,303.45,45,11,n,100
182,I00182,1200,1000,750,105.224,45,2,n,100
834,I02012,1910,1200,1295,613.59,45,19,n,100
2567,I29058,2000,1200,2350,367.608,45,22,n,100
1499,I05761,780,570,478,100.96,47,8,w,4
438,I00438,1600,1200,975,460.0,45,0,n,100
2390,I19238,2030,1530,975,245.764,45,13,n,100
203,I00203,1200,1000,750,105.224,45,2,n,100
255,I00255,1200,1000,975,153.088,45,2,n,100
2162,I13842,1800,1200,930,249.0,45,9,n,100
237,I00237,1200,1000,975,156.15,45,2,n,100
617,I00999,2200,1600,1450,258.56,45,14,n,100
456,I00456,1600,1200,930,307.13,45,0,n,100
946,I02684,1900,1200,750,177.104,45,6,n,100
459,I00459,2200,1600,1450,258.56,45,14,n,100
2014,I11515,1900,1200,750,177.104,45,6,n,100
1979,I11109,1900,1200,750,713.62,45,6,n,100
214,I00214,1600,1200,750,155.64,45,0,n,100
2104,I13513,2200,1600,1450,258.56,45,14,n,100
2373,I18277,2030,1530,1350,245.36,45,13,n,100
1574,I06693,2030,1530,1350,294.22,45,13,n,100
1122,I03466,780,570,478,104.768,47,8,w,4
576,I00864,780,570,478,100.96,47,8,w,4
564,I00840,2350,1000,950,271.36,45,4,n,100
2333,I17936,2000,1200,545,408.88,45,5,n,100
132,I00132,2350,1000,950,286.656,45,4,n,100
2525,I28465,1910,1200,1295,613.59,45,19,n,100
866,I02311,2050,1550,1450,215.582,45,7,n,100
1459,I05514,1400,1200,1450,179.4,45,12,n,100
1438,I05261,1400,1200,1450,179.4,45,12,n,100
953,I02711,1400,1200,1450,179.4,45,12,n,100
1545,I06390,1800,1200,930,249.0,45,9,n,100
2284,I16234,1800,1200,930,249.0,45,9,n,100
145,I00145,2050,1550,1450,215.582,45,7,n,100
67,I00067,1600,1200,1350,207.72,45,0,n,100
2469,I24273,800,600,445,25.34,0,3,n,100
2316,I17331,2000,1200,545,408.88,45,5,n,100
890,I02340,2350,1000,950,286.656,45,4,n,100
1510,I05792,2200,1600,1450,258.56,45,14,n,100
85,I00085,1900,1200,750,177.104,45,6,n,100
1396,I05095,1900,1200,750,177.104,45,6,n,100
1835,I09510,2200,1600,1450,258.56,45,14,n,100
2030,I11553,1900,1200,750,177.104,45,6,n,100
2042,I11575,1800,1200,930,249.0,45,9,n,100
729,I01498,1800,1400,1020,201.008,45,11,n,3
187,I00187,1200,1000,750,105.224,45,2,n,100
966,I02762,2350,1000,950,272.592,45,4,n,100
969,I02765,2350,1000,950,272.592,45,4,n,100
54,I00054,1600,1200,975,181.96,45,0,n,100
1414,I05153,780,570,478,100.96,47,8,w,4
1529,I06127,1910,1200,1295,613.59,45,19,n,100
2205,I14496,780,570,478,170.28,47,8,w,4
944,I02682,1900,1200,750,177.104,45,6,n,100
1145,I03718,1800,1400,1020,303.45,45,11,n,100
2119,I13595,1910,1200,1295,613.59,45,19,n,100
2579,I31255,800,600,445,16.67,0,3,n,100
1880,I10039,1800,1200,1350,820.48,45,9,n,100
1734,I08525,2050,1550,1450,215.582,45,7,n,100
1972,I10932,2000,1200,2350,367.608,45,22,n,100
2665,I50118,800,600,445,16.67,0,3,n,100
1925,I10435,780,570,478,100.96,47,8,w,4
1182,I03862,1900,1200,750,257.46,45,6,n,100
2073,I12373,1900,1200,750,257.46,45,6,n,100
1125,I03524,2350,1000,950,271.36,45,4,n,100
787,I01813,2350,1000,950,264.88,45,4,n,100
1015,I03099,2350,1000,950,271.36,45,4,n,100
550,I00791,2200,1600,1450,258.56,45,14,n,100
1614,I06869,2050,1550,1450,215.582,45,7,n,100
1804,I09076,1900,1200,750,257.46,45,6,n,100
674,I01255,1800,1200,930,249.0,45,9,n,100
61,I00061,1200,1000,975,131.366,45,2,n,100
1391,I05090,1900,1200,750,177.104,45,6,n,100
631,I01044,1800,1400,1020,303.45,45,11,n,100
338,I00338,1600,1200,930,364.84,45,0,n,100
272,I00272,1600,1200,930,149.212,45,0,n,100
1003,I03052,2350,1000,950,264.88,45,4,n,100
1586,I06807,1910,1200,1295,613.59,45,19,n,100
1596,I06817,1910,1200,1295,613.59,45,19,n,100
268,I00268,1600,1200,930,149.212,45,0,n,100
1211,I04106,1900,1200,750,177.104,45,6,n,100
1400,I05099,1900,1200,750,177.104,45,6,n,100
1557,I06558,1900,1200,750,177.104,45,6,n,100
2360,I18200,1910,1200,1295,613.59,45,19,n,100
371,I00371,1600,1200,930,387.3,45,0,n,100
340,I00340,1600,1200,930,356.56,45,0,n,100
1676,I07632,780,570,478,82.32,47,8,w,4
1998,I11342,2030,1530,1350,245.36,45,13,n,100
332,I00332,1200,1000,975,129.0,45,2,n,100
1115,I03404,780,570,478,81.72,47,8,w,4
912,I02407,1800,1400,1020,201.008,45,11,n,3
362,I00362,1800,1400,1020,201.008,45,11,n,3
1662,I07393,1900,1200,750,257.46,45,6,n,100
510,I00526,1600,1200,750,148.86,45,0,n,100
1062,I03178,1900,1200,750,257.46,45,6,n,100
518,I00534,1600,1200,750,148.86,45,0,n,100
652,I01179,1400,1200,1450,179.4,45,12,n,100
52,I00052,1200,1000,359,38.6,0,1,n,100
28,I00028,1600,1200,975,155.8,45,0,n,100
2624,I38088,2000,1200,2350,367.608,45,22,n,100
2622,I38086,2000,1200,2350,367.608,45,22,n,100
484,I00484,1200,1000,750,135.8,45,2,n,100
1170,I03844,1400,1200,1450,179.4,45,12,n,100
