,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
4613,I4613,1500,1000,800,627.0,110,1,n,4
3204,I3204,1500,800,800,1012.0,110,0,n,4
1810,I1810,1500,1000,800,641.0,110,1,n,4
3061,I3061,1500,1000,800,708.0,110,1,n,4
4531,I4531,1500,800,800,0.0,110,0,n,4
2385,I2385,1500,1000,800,545.0,110,1,n,4
840,I0840,1500,1000,800,1302.0,110,1,n,4
2727,I2727,1500,800,800,750.0,110,0,n,4
2280,I2280,1500,800,800,667.0,110,0,n,4
4808,I4808,1500,800,800,1036.0,110,0,n,4
2082,I2082,1500,1000,800,510.0,110,1,n,4
165,I0165,1500,800,800,920.0,110,0,n,4
3938,I3938,1500,1000,800,723.0,110,1,n,4
4040,I4040,1500,800,800,789.0,110,0,n,4
2522,I2522,1500,1000,800,823.0,110,1,n,4
4384,I4384,1500,800,800,1194.0,110,0,n,4
735,I0735,1500,800,800,616.0,110,0,n,4
2343,I2343,1500,800,800,629.0,110,0,n,4
1737,I1737,1500,1000,800,795.0,110,1,n,4
4733,I4733,1500,1000,800,1297.0,110,1,n,4
1346,I1346,1500,1000,800,0.0,110,1,n,4
1145,I1145,1500,800,800,762.0,110,0,n,4
2365,I2365,1500,1000,800,1037.0,110,1,n,4
2880,I2880,1500,1000,800,787.0,110,1,n,4
2462,I2462,1500,1000,800,672.0,110,1,n,4
4805,I4805,1500,1000,800,738.0,110,1,n,4
1267,I1267,1500,1000,800,803.0,110,1,n,4
883,I0883,1500,1000,800,974.0,110,1,n,4
3442,I3442,1500,800,800,0.0,110,0,n,4
3578,I3578,1500,800,800,1188.0,110,0,n,4
1407,I1407,1500,1000,800,844.0,110,1,n,4
3503,I3503,1500,800,800,0.0,110,0,n,4
1533,I1533,1500,1000,800,521.0,110,1,n,4
202,I0202,1500,1000,800,887.0,110,1,n,4
1851,I1851,1500,1000,800,847.0,110,1,n,4
2328,I2328,1500,800,800,600.0,110,0,n,4
2066,I2066,1500,800,800,1061.0,110,0,n,4
2222,I2222,1500,1000,800,0.0,110,1,n,4
1163,I1163,1500,800,800,1109.0,110,0,n,4
4489,I4489,1500,800,800,0.0,110,0,n,4
3321,I3321,1500,1000,800,0.0,110,1,n,4
2271,I2271,1500,1000,800,576.0,110,1,n,4
1993,I1993,1500,1000,800,755.0,110,1,n,4
1026,I1026,1500,800,800,872.0,110,0,n,4
2130,I2130,1500,1000,800,616.0,110,1,n,4
871,I0871,1500,1000,800,986.0,110,1,n,4
3890,I3890,1500,1000,800,667.0,110,1,n,4
1441,I1441,1500,800,800,794.0,110,0,n,4
784,I0784,1500,800,800,1019.0,110,0,n,4
4400,I4400,1500,1000,800,489.0,110,1,n,4
3861,I3861,1500,800,800,712.0,110,0,n,4
1178,I1178,1500,800,800,0.0,110,0,n,4
2305,I2305,1500,1000,800,1242.0,110,1,n,4
2355,I2355,1500,800,800,807.0,110,0,n,4
63,I0063,1500,800,800,0.0,110,0,n,4
258,I0258,1500,1000,800,526.0,110,1,n,4
390,I0390,1500,1000,800,0.0,110,1,n,4
4139,I4139,1500,800,800,693.0,110,0,n,4
4822,I4822,1500,1000,800,1181.0,110,1,n,4
2479,I2479,1500,800,800,500.0,110,0,n,4
1587,I1587,1500,800,800,525.0,110,0,n,4
706,I0706,1500,800,800,688.0,110,0,n,4
4885,I4885,1500,800,800,744.0,110,0,n,4
2935,I2935,1500,800,800,536.0,110,0,n,4
1045,I1045,1500,1000,800,605.0,110,1,n,4
4537,I4537,1500,1000,800,811.0,110,1,n,4
4630,I4630,1500,1000,800,785.0,110,1,n,4
123,I0123,1500,1000,800,0.0,110,1,n,4
3555,I3555,1500,1000,800,838.0,110,1,n,4
1115,I1115,1500,800,800,1000.0,110,0,n,4
1482,I1482,1500,1000,800,0.0,110,1,n,4
3772,I3772,1500,1000,800,637.0,110,1,n,4
3131,I3131,1500,1000,800,0.0,110,1,n,4
212,I0212,1500,1000,800,527.0,110,1,n,4
4532,I4532,1500,800,800,918.0,110,0,n,4
2076,I2076,1500,1000,800,557.0,110,1,n,4
4413,I4413,1500,1000,800,803.0,110,1,n,4
4972,I4972,1500,800,800,0.0,110,0,n,4
3135,I3135,1500,800,800,477.0,110,0,n,4
351,I0351,1500,800,800,0.0,110,0,n,4
958,I0958,1500,800,800,0.0,110,0,n,4
1576,I1576,1500,1000,800,1322.0,110,1,n,4
813,I0813,1500,800,800,960.0,110,0,n,4
3095,I3095,1500,1000,800,653.0,110,1,n,4
2997,I2997,1500,800,800,0.0,110,0,n,4
2918,I2918,1500,1000,800,887.0,110,1,n,4
1052,I1052,1500,1000,800,0.0,110,1,n,4
1849,I1849,1500,1000,800,767.0,110,1,n,4
1075,I1075,1500,800,800,796.0,110,0,n,4
2243,I2243,1500,800,800,0.0,110,0,n,4
464,I0464,1500,800,800,610.0,110,0,n,4
1172,I1172,1500,1000,800,890.0,110,1,n,4
809,I0809,1500,1000,800,800.0,110,1,n,4
1481,I1481,1500,1000,800,715.0,110,1,n,4
4716,I4716,1500,1000,800,0.0,110,1,n,4
2014,I2014,1500,800,800,837.0,110,0,n,4
248,I0248,1500,1000,800,1029.0,110,1,n,4
3447,I3447,1500,800,800,652.0,110,0,n,4
1655,I1655,1500,800,800,717.0,110,0,n,4
3036,I3036,1500,800,800,0.0,110,0,n,4
1220,I1220,1500,800,800,931.0,110,0,n,4
1709,I1709,1500,1000,800,649.0,110,1,n,4
751,I0751,1500,1000,800,855.0,110,1,n,4
4849,I4849,1500,1000,800,0.0,110,1,n,4
163,I0163,1500,1000,800,634.0,110,1,n,4
3325,I3325,1500,800,800,753.0,110,0,n,4
2619,I2619,1500,1000,800,0.0,110,1,n,4
4754,I4754,1500,800,800,905.0,110,0,n,4
2973,I2973,1500,1000,800,0.0,110,1,n,4
2936,I2936,1500,1000,800,920.0,110,1,n,4
3352,I3352,1500,1000,800,896.0,110,1,n,4
3713,I3713,1500,1000,800,1002.0,110,1,n,4
3064,I3064,1500,1000,800,0.0,110,1,n,4
4661,I4661,1500,800,800,704.0,110,0,n,4
1648,I1648,1500,1000,800,0.0,110,1,n,4
2119,I2119,1500,1000,800,842.0,110,1,n,4
3083,I3083,1500,1000,800,0.0,110,1,n,4
2536,I2536,1500,1000,800,632.0,110,1,n,4
825,I0825,1500,800,800,834.0,110,0,n,4
963,I0963,1500,800,800,583.0,110,0,n,4
1991,I1991,1500,800,800,811.0,110,0,n,4
3991,I3991,1500,1000,800,753.0,110,1,n,4
2369,I2369,1500,800,800,810.0,110,0,n,4
2041,I2041,1500,800,800,829.0,110,0,n,4
1659,I1659,1500,800,800,626.0,110,0,n,4
2156,I2156,1500,800,800,1103.0,110,0,n,4
4343,I4343,1500,1000,800,468.0,110,1,n,4
1579,I1579,1500,1000,800,650.0,110,1,n,4
2473,I2473,1500,1000,800,745.0,110,1,n,4
1833,I1833,1500,800,800,851.0,110,0,n,4
2063,I2063,1500,800,800,659.0,110,0,n,4
4738,I4738,1500,800,800,774.0,110,0,n,4
868,I0868,1500,1000,800,714.0,110,1,n,4
408,I0408,1500,1000,800,0.0,110,1,n,4
4924,I4924,1500,800,800,822.0,110,0,n,4
4373,I4373,1500,800,800,843.0,110,0,n,4
2934,I2934,1500,1000,800,872.0,110,1,n,4
4512,I4512,1500,800,800,754.0,110,0,n,4
1140,I1140,1500,800,800,613.0,110,0,n,4
4595,I4595,1500,1000,800,991.0,110,1,n,4
2503,I2503,1500,800,800,1093.0,110,0,n,4
592,I0592,1500,800,800,625.0,110,0,n,4
1188,I1188,1500,1000,800,982.0,110,1,n,4
3637,I3637,1500,800,800,766.0,110,0,n,4
4053,I4053,1500,800,800,787.0,110,0,n,4
4833,I4833,1500,800,800,629.0,110,0,n,4
2796,I2796,1500,800,800,1083.0,110,0,n,4
4780,I4780,1500,1000,800,0.0,110,1,n,4
196,I0196,1500,1000,800,552.0,110,1,n,4
2649,I2649,1500,800,800,0.0,110,0,n,4
3758,I3758,1500,800,800,600.0,110,0,n,4
1367,I1367,1500,1000,800,689.0,110,1,n,4
3511,I3511,1500,1000,800,0.0,110,1,n,4
3359,I3359,1500,1000,800,0.0,110,1,n,4
1434,I1434,1500,1000,800,1040.0,110,1,n,4
3791,I3791,1500,800,800,686.0,110,0,n,4
4332,I4332,1500,1000,800,0.0,110,1,n,4
1363,I1363,1500,800,800,892.0,110,0,n,4
3232,I3232,1500,1000,800,878.0,110,1,n,4
2832,I2832,1500,1000,800,686.0,110,1,n,4
4817,I4817,1500,800,800,715.0,110,0,n,4
2333,I2333,1500,800,800,710.0,110,0,n,4
3935,I3935,1500,1000,800,610.0,110,1,n,4
2941,I2941,1500,800,800,676.0,110,0,n,4
3289,I3289,1500,800,800,716.0,110,0,n,4
668,I0668,1500,1000,800,788.0,110,1,n,4
279,I0279,1500,800,800,617.0,110,0,n,4
400,I0400,1500,800,800,863.0,110,0,n,4
75,I0075,1500,1000,800,724.0,110,1,n,4
1133,I1133,1500,800,800,515.0,110,0,n,4
4668,I4668,1500,1000,800,820.0,110,1,n,4
345,I0345,1500,1000,800,614.0,110,1,n,4
3590,I3590,1500,800,800,983.0,110,0,n,4
3188,I3188,1500,1000,800,868.0,110,1,n,4
4155,I4155,1500,800,800,712.0,110,0,n,4
4056,I4056,1500,800,800,474.0,110,0,n,4
500,I0500,1500,800,800,1024.0,110,0,n,4
2770,I2770,1500,1000,800,1024.0,110,1,n,4
3264,I3264,1500,1000,800,0.0,110,1,n,4
4703,I4703,1500,1000,800,527.0,110,1,n,4
2203,I2203,1500,1000,800,941.0,110,1,n,4
272,I0272,1500,800,800,837.0,110,0,n,4
3501,I3501,1500,1000,800,598.0,110,1,n,4
3004,I3004,1500,800,800,963.0,110,0,n,4
3480,I3480,1500,800,800,622.0,110,0,n,4
1286,I1286,1500,800,800,820.0,110,0,n,4
2110,I2110,1500,800,800,808.0,110,0,n,4
4623,I4623,1500,1000,800,746.0,110,1,n,4
1835,I1835,1500,800,800,0.0,110,0,n,4
2786,I2786,1500,1000,800,836.0,110,1,n,4
4949,I4949,1500,1000,800,819.0,110,1,n,4
1461,I1461,1500,800,800,511.0,110,0,n,4
2947,I2947,1500,800,800,788.0,110,0,n,4
4454,I4454,1500,800,800,551.0,110,0,n,4
289,I0289,1500,1000,800,0.0,110,1,n,4
2292,I2292,1500,1000,800,802.0,110,1,n,4
1968,I1968,1500,800,800,820.0,110,0,n,4
4428,I4428,1500,800,800,0.0,110,0,n,4
2406,I2406,1500,1000,800,657.0,110,1,n,4
1113,I1113,1500,1000,800,799.0,110,1,n,4
3636,I3636,1500,800,800,644.0,110,0,n,4
4147,I4147,1500,800,800,617.0,110,0,n,4
2054,I2054,1500,1000,800,999.0,110,1,n,4
1505,I1505,1500,1000,800,772.0,110,1,n,4
479,I0479,1500,1000,800,760.0,110,1,n,4
4803,I4803,1500,1000,800,835.0,110,1,n,4
3664,I3664,1500,1000,800,1359.0,110,1,n,4
3547,I3547,1500,800,800,729.0,110,0,n,4
2811,I2811,1500,1000,800,775.0,110,1,n,4
3540,I3540,1500,800,800,746.0,110,0,n,4
2482,I2482,1500,800,800,799.0,110,0,n,4
4016,I4016,1500,800,800,0.0,110,0,n,4
2780,I2780,1500,1000,800,0.0,110,1,n,4
3190,I3190,1500,800,800,1016.0,110,0,n,4
3032,I3032,1500,800,800,735.0,110,0,n,4
1795,I1795,1500,800,800,0.0,110,0,n,4
1555,I1555,1500,1000,800,899.0,110,1,n,4
1393,I1393,1500,800,800,837.0,110,0,n,4
724,I0724,1500,800,800,0.0,110,0,n,4
506,I0506,1500,1000,800,0.0,110,1,n,4
3142,I3142,1500,1000,800,692.0,110,1,n,4
283,I0283,1500,800,800,643.0,110,0,n,4
3901,I3901,1500,1000,800,0.0,110,1,n,4
4243,I4243,1500,1000,800,1004.0,110,1,n,4
4776,I4776,1500,1000,800,682.0,110,1,n,4
3906,I3906,1500,1000,800,708.0,110,1,n,4
3804,I3804,1500,1000,800,648.0,110,1,n,4
2387,I2387,1500,800,800,709.0,110,0,n,4
1789,I1789,1500,1000,800,666.0,110,1,n,4
3864,I3864,1500,1000,800,612.0,110,1,n,4
2189,I2189,1500,1000,800,1041.0,110,1,n,4
4261,I4261,1500,800,800,613.0,110,0,n,4
2856,I2856,1500,1000,800,1030.0,110,1,n,4
26,I0026,1500,1000,800,1022.0,110,1,n,4
639,I0639,1500,800,800,655.0,110,0,n,4
3488,I3488,1500,800,800,0.0,110,0,n,4
565,I0565,1500,800,800,0.0,110,0,n,4
4636,I4636,1500,800,800,0.0,110,0,n,4
2429,I2429,1500,800,800,1166.0,110,0,n,4
3724,I3724,1500,800,800,967.0,110,0,n,4
681,I0681,1500,800,800,0.0,110,0,n,4
917,I0917,1500,800,800,879.0,110,0,n,4
425,I0425,1500,1000,800,0.0,110,1,n,4
2662,I2662,1500,1000,800,513.0,110,1,n,4
3010,I3010,1500,1000,800,733.0,110,1,n,4
143,I0143,1500,800,800,0.0,110,0,n,4
2602,I2602,1500,800,800,1233.0,110,0,n,4
4036,I4036,1500,800,800,491.0,110,0,n,4
2028,I2028,1500,800,800,761.0,110,0,n,4
238,I0238,1500,1000,800,856.0,110,1,n,4
2027,I2027,1500,1000,800,0.0,110,1,n,4
3850,I3850,1500,800,800,0.0,110,0,n,4
702,I0702,1500,1000,800,0.0,110,1,n,4
2527,I2527,1500,1000,800,584.0,110,1,n,4
4742,I4742,1500,1000,800,0.0,110,1,n,4
3203,I3203,1500,1000,800,661.0,110,1,n,4
4909,I4909,1500,1000,800,0.0,110,1,n,4
3276,I3276,1500,1000,800,607.0,110,1,n,4
