id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,66,80,1,1,0,1,l,1
I02,164,107,1,1,0,2,l,1
I03,64,184,1,1,0,3,l,1
I04,121,86,1,1,0,4,l,1
I05,163,135,1,1,0,5,l,1
I06,85,98,1,1,0,6,l,1
I07,81,102,1,1,0,7,l,1
I08,103,186,1,1,0,8,l,1
I09,152,106,1,1,0,9,l,1
I10,176,139,1,1,0,10,l,1
I11,111,118,1,1,0,11,l,1
I12,69,169,1,1,0,12,l,1
I13,146,133,1,1,0,13,l,1
I14,112,112,1,1,0,14,l,1
I15,133,160,1,1,0,15,l,1
I16,63,129,1,1,0,16,l,1
I17,163,152,1,1,0,17,l,1
I18,110,155,1,1,0,18,l,1
I19,96,136,1,1,0,19,l,1
I20,92,142,1,1,0,20,l,1
I21,84,143,1,1,0,21,l,1
I22,119,133,1,1,0,22,l,1
I23,71,71,1,1,0,23,l,1
I24,146,84,1,1,0,24,l,1
I25,93,86,1,1,0,25,l,1
I26,89,86,1,1,0,26,l,1
I27,101,146,1,1,0,27,l,1
I28,172,73,1,1,0,28,l,1
I29,73,169,1,1,0,29,l,1
I30,99,99,1,1,0,30,l,1
