id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,7,6,1,1,0,1,l,1
I02,7,6,1,1,0,2,l,1
I03,18,25,1,1,0,3,l,1
I04,34,4,1,1,0,4,l,1
I05,3,9,1,1,0,5,l,1
I06,26,12,1,1,0,6,l,1
I07,8,32,1,1,0,7,l,1
I08,1,31,1,1,0,8,l,1
I09,2,17,1,1,0,9,l,1
I10,19,9,1,1,0,10,l,1
I11,1,3,1,1,0,11,l,1
I12,14,7,1,1,0,12,l,1
I13,32,6,1,1,0,13,l,1
I14,3,30,1,1,0,14,l,1
I15,29,17,1,1,0,15,l,1
I16,12,22,1,1,0,16,l,1
I17,10,11,1,1,0,17,l,1
I18,29,23,1,1,0,18,l,1
I19,13,2,1,1,0,19,l,1
I20,29,25,1,1,0,20,l,1
I21,13,8,1,1,0,21,l,1
I22,21,17,1,1,0,22,l,1
I23,14,24,1,1,0,23,l,1
I24,35,13,1,1,0,24,l,1
I25,32,17,1,1,0,25,l,1
I26,2,7,1,1,0,26,l,1
I27,23,3,1,1,0,27,l,1
I28,9,1,1,1,0,28,l,1
I29,27,9,1,1,0,29,l,1
I30,13,12,1,1,0,30,l,1
I31,23,5,1,1,0,31,l,1
I32,18,31,1,1,0,32,l,1
I33,6,5,1,1,0,33,l,1
I34,5,28,1,1,0,34,l,1
I35,12,3,1,1,0,35,l,1
I36,35,18,1,1,0,36,l,1
I37,23,1,1,1,0,37,l,1
I38,8,29,1,1,0,38,l,1
I39,31,16,1,1,0,39,l,1
I40,9,28,1,1,0,40,l,1
