id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,120,133,1,1,0,1,l,1
I02,135,186,1,1,0,2,l,1
I03,86,75,1,1,0,3,l,1
I04,103,73,1,1,0,4,l,1
I05,66,85,1,1,0,5,l,1
I06,135,97,1,1,0,6,l,1
I07,91,175,1,1,0,7,l,1
I08,131,176,1,1,0,8,l,1
I09,71,176,1,1,0,9,l,1
I10,153,72,1,1,0,10,l,1
I11,87,148,1,1,0,11,l,1
I12,168,107,1,1,0,12,l,1
I13,118,90,1,1,0,13,l,1
I14,140,109,1,1,0,14,l,1
I15,132,159,1,1,0,15,l,1
I16,152,93,1,1,0,16,l,1
I17,135,68,1,1,0,17,l,1
I18,121,158,1,1,0,18,l,1
I19,68,94,1,1,0,19,l,1
I20,155,76,1,1,0,20,l,1
