id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,313,305,1,1,0,1,l,1
I02,292,222,1,1,0,2,l,1
I03,330,253,1,1,0,3,l,1
I04,212,256,1,1,0,4,l,1
I05,132,189,1,1,0,5,l,1
I06,149,296,1,1,0,6,l,1
I07,294,137,1,1,0,7,l,1
I08,225,345,1,1,0,8,l,1
I09,345,220,1,1,0,9,l,1
I10,337,177,1,1,0,10,l,1
I11,189,300,1,1,0,11,l,1
I12,234,321,1,1,0,12,l,1
I13,335,272,1,1,0,13,l,1
I14,354,244,1,1,0,14,l,1
I15,149,169,1,1,0,15,l,1
I16,355,165,1,1,0,16,l,1
I17,260,220,1,1,0,17,l,1
I18,210,241,1,1,0,18,l,1
I19,194,372,1,1,0,19,l,1
I20,287,134,1,1,0,20,l,1
