id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,48,66,1,1,0,1,l,1
I02,35,41,1,1,0,2,l,1
I03,7,5,1,1,0,3,l,1
I04,51,81,1,1,0,4,l,1
I05,91,24,1,1,0,5,l,1
I06,81,24,1,1,0,6,l,1
I07,10,2,1,1,0,7,l,1
I08,2,14,1,1,0,8,l,1
I09,11,48,1,1,0,9,l,1
I10,25,28,1,1,0,10,l,1
I11,69,9,1,1,0,11,l,1
I12,96,79,1,1,0,12,l,1
I13,96,61,1,1,0,13,l,1
I14,92,10,1,1,0,14,l,1
I15,38,15,1,1,0,15,l,1
I16,23,99,1,1,0,16,l,1
I17,23,99,1,1,0,17,l,1
I18,70,17,1,1,0,18,l,1
I19,35,57,1,1,0,19,l,1
I20,6,43,1,1,0,20,l,1
I21,5,29,1,1,0,21,l,1
I22,88,5,1,1,0,22,l,1
I23,44,93,1,1,0,23,l,1
I24,95,48,1,1,0,24,l,1
I25,97,59,1,1,0,25,l,1
I26,38,49,1,1,0,26,l,1
I27,41,72,1,1,0,27,l,1
I28,62,19,1,1,0,28,l,1
I29,88,10,1,1,0,29,l,1
I30,43,3,1,1,0,30,l,1
I31,82,84,1,1,0,31,l,1
I32,94,78,1,1,0,32,l,1
I33,1,39,1,1,0,33,l,1
I34,59,56,1,1,0,34,l,1
I35,56,51,1,1,0,35,l,1
I36,15,80,1,1,0,36,l,1
I37,91,33,1,1,0,37,l,1
I38,73,30,1,1,0,38,l,1
I39,84,28,1,1,0,39,l,1
I40,79,16,1,1,0,40,l,1
I41,47,15,1,1,0,41,l,1
I42,10,82,1,1,0,42,l,1
I43,23,4,1,1,0,43,l,1
I44,76,6,1,1,0,44,l,1
I45,91,41,1,1,0,45,l,1
I46,61,2,1,1,0,46,l,1
I47,28,6,1,1,0,47,l,1
I48,78,100,1,1,0,48,l,1
I49,2,5,1,1,0,49,l,1
I50,21,77,1,1,0,50,l,1
I51,90,6,1,1,0,51,l,1
I52,99,13,1,1,0,52,l,1
I53,69,54,1,1,0,53,l,1
I54,57,18,1,1,0,54,l,1
I55,51,27,1,1,0,55,l,1
I56,74,37,1,1,0,56,l,1
I57,80,36,1,1,0,57,l,1
I58,60,47,1,1,0,58,l,1
I59,34,25,1,1,0,59,l,1
I60,59,60,1,1,0,60,l,1
I61,24,73,1,1,0,61,l,1
I62,50,20,1,1,0,62,l,1
I63,94,89,1,1,0,63,l,1
I64,44,4,1,1,0,64,l,1
I65,22,20,1,1,0,65,l,1
I66,85,25,1,1,0,66,l,1
I67,20,42,1,1,0,67,l,1
I68,50,26,1,1,0,68,l,1
I69,31,66,1,1,0,69,l,1
I70,52,85,1,1,0,70,l,1
I71,34,38,1,1,0,71,l,1
I72,33,13,1,1,0,72,l,1
I73,39,34,1,1,0,73,l,1
I74,73,55,1,1,0,74,l,1
I75,91,66,1,1,0,75,l,1
I76,82,89,1,1,0,76,l,1
I77,69,79,1,1,0,77,l,1
I78,5,25,1,1,0,78,l,1
I79,82,50,1,1,0,79,l,1
I80,20,8,1,1,0,80,l,1
I81,75,90,1,1,0,81,l,1
I82,37,16,1,1,0,82,l,1
I83,27,43,1,1,0,83,l,1
I84,1,60,1,1,0,84,l,1
I85,48,89,1,1,0,85,l,1
I86,90,85,1,1,0,86,l,1
I87,82,37,1,1,0,87,l,1
I88,14,67,1,1,0,88,l,1
I89,8,31,1,1,0,89,l,1
I90,19,19,1,1,0,90,l,1
I91,37,51,1,1,0,91,l,1
I92,83,84,1,1,0,92,l,1
I93,13,7,1,1,0,93,l,1
I94,15,41,1,1,0,94,l,1
I95,13,43,1,1,0,95,l,1
I96,62,100,1,1,0,96,l,1
I97,50,37,1,1,0,97,l,1
I98,99,7,1,1,0,98,l,1
I99,66,100,1,1,0,99,l,1
I100,40,38,1,1,0,100,l,1
