,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
918,I5082,1600,1200,930,438.4,45,4,n,100
675,I1280,1200,1000,975,169.0,45,1,n,100
699,I2129,1600,1200,930,547.3,45,4,n,100
1218,I4432,1600,1200,1350,207.72,45,4,n,100
1843,I4307,1600,1200,1350,207.72,45,4,n,100
3029,I7399,1200,1000,975,308.76,45,1,n,100
591,I1230,1400,1200,1450,179.4,45,3,n,100
3704,I8146,1400,1200,1450,179.4,45,3,n,100
2161,I3513,780,570,478,81.72,47,0,w,4
2674,I4604,1600,1200,930,547.3,45,4,n,100
1022,I0075,1400,1225,1160,317.0,0,2,n,100
824,I0861,1200,1000,975,293.08,45,1,n,100
3057,I0750,1400,1200,1450,179.4,45,3,n,100
98,I5078,1600,1200,930,438.4,45,4,n,100
916,I1999,1600,1200,930,547.3,45,4,n,100
2208,I0123,1600,1200,1350,303.92,45,4,n,100
3995,I1630,1400,1200,1450,179.4,45,3,n,100
1785,I6313,1600,1200,930,514.24,45,4,n,100
280,I5407,1600,1200,1350,303.92,45,4,n,100
3159,I4181,1600,1200,1350,303.92,45,4,n,100
2335,I7261,1400,1200,1450,179.4,45,3,n,100
1914,I5237,1400,1200,1450,179.4,45,3,n,100
3817,I2654,1200,1000,975,248.88,45,1,n,100
3681,I1386,1400,1200,1450,179.4,45,3,n,100
613,I4251,1400,1225,1160,278.5,0,2,n,100
1377,I7397,1600,1200,1350,207.72,45,4,n,100
423,I0538,1400,1200,1450,179.4,45,3,n,100
2268,I4932,1600,1200,975,611.224,45,4,n,100
1270,I0344,1200,1000,750,229.88,45,1,n,100
2795,I3460,1200,1000,975,293.32,45,1,n,100
1732,I6348,1200,1000,975,169.0,45,1,n,100
1872,I0310,1400,1200,1450,179.4,45,3,n,100
2313,I2475,1400,1225,1160,278.5,0,2,n,100
1969,I4485,1200,1000,975,165.375,45,1,n,100
1676,I5546,780,570,478,81.72,47,0,w,4
3813,I4331,1200,1000,750,229.88,45,1,n,100
2867,I4976,1400,1225,1160,278.5,0,2,n,100
623,I4173,1400,1225,1160,278.5,0,2,n,100
634,I2592,1600,1200,1350,207.72,45,4,n,100
696,I7313,1400,1225,1160,278.5,0,2,n,100
