,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
3285,I3285,800,600,615,156.0,100,2,n,3
1761,I1761,1200,1000,615,264.0,100,6,n,4
3262,I3262,1500,1000,615,347.0,100,7,l,4
6252,I6252,1200,1000,615,328.0,100,6,n,4
3754,I3754,800,600,615,185.0,100,2,n,3
6259,I6259,1200,1000,615,196.0,100,6,n,4
2911,I2911,800,500,615,292.0,100,1,n,3
1489,I1489,800,500,615,340.0,100,1,n,3
553,I0553,1200,800,615,147.0,100,4,n,4
2512,I2512,800,600,615,0.0,100,2,n,3
4923,I4923,1500,1000,615,418.0,100,7,n,4
3591,I3591,1200,800,615,167.0,100,4,n,4
4211,I4211,1200,800,615,387.0,100,4,n,4
4580,I4580,800,500,615,375.0,100,1,n,3
1253,I1253,1500,1000,615,174.0,100,7,n,4
2147,I2147,800,500,615,404.0,100,1,w,3
2384,I2384,800,460,615,424.0,100,0,n,3
4145,I4145,800,600,615,359.0,100,2,l,3
6226,I6226,800,600,615,333.0,100,2,n,3
2669,I2669,1200,1000,615,207.0,100,6,n,4
1130,I1130,800,500,615,241.0,100,1,n,3
2282,I2282,1000,800,615,0.0,100,3,n,4
5371,I5371,1000,800,615,355.0,100,3,n,4
2205,I2205,1000,800,615,283.0,100,3,n,4
3972,I3972,1500,1000,615,288.0,100,7,n,4
1811,I1811,1200,1000,615,462.0,100,6,n,4
3089,I3089,1200,1000,615,288.0,100,6,l,4
1940,I1940,1500,800,615,188.0,100,5,n,4
1084,I1084,1200,800,615,111.0,100,4,n,4
1750,I1750,1000,800,615,119.0,100,3,n,4
2841,I2841,1200,1000,615,160.0,100,6,n,4
3428,I3428,800,500,615,287.0,100,1,n,3
3103,I3103,800,500,615,214.0,100,1,n,3
5945,I5945,1000,800,615,294.0,100,3,n,4
3696,I3696,800,460,615,314.0,100,0,l,3
97,I0097,1000,800,615,0.0,100,3,n,4
4720,I4720,800,500,615,0.0,100,1,n,3
658,I0658,800,500,615,0.0,100,1,n,3
5872,I5872,1500,1000,615,153.0,100,7,n,4
360,I0360,1200,1000,615,162.0,100,6,w,4
521,I0521,1500,1000,615,130.0,100,7,n,4
