,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
4429,I4429,1500,800,800,0.0,110,0,n,4
2358,I2358,1500,800,800,782.0,110,0,n,4
4174,I4174,1500,800,800,0.0,110,0,n,4
3860,I3860,1500,800,800,1055.0,110,0,n,4
358,I0358,1500,800,800,0.0,110,0,n,4
3808,I3808,1500,800,800,0.0,110,0,n,4
1521,I1521,1500,800,800,0.0,110,0,n,4
3735,I3735,1500,1000,800,992.0,110,1,n,4
369,I0369,1500,800,800,961.0,110,0,n,4
841,I0841,1500,1000,800,0.0,110,1,n,4
4297,I4297,1500,800,800,0.0,110,0,n,4
3229,I3229,1500,1000,800,1392.0,110,1,n,4
1893,I1893,1500,1000,800,0.0,110,1,n,4
157,I0157,1500,800,800,0.0,110,0,n,4
495,I0495,1500,1000,800,825.0,110,1,n,4
440,I0440,1500,800,800,0.0,110,0,n,4
1166,I1166,1500,800,800,0.0,110,0,n,4
254,I0254,1500,1000,800,1001.0,110,1,n,4
1396,I1396,1500,1000,800,0.0,110,1,n,4
3174,I3174,1500,800,800,1493.0,110,0,n,4
2652,I2652,1500,1000,800,1050.0,110,1,n,4
603,I0603,1500,800,800,1239.0,110,0,n,4
1962,I1962,1500,800,800,951.0,110,0,n,4
194,I0194,1500,1000,800,983.0,110,1,n,4
449,I0449,1500,1000,800,1055.0,110,1,n,4
3357,I3357,1500,1000,800,1137.0,110,1,n,4
1073,I1073,1500,1000,800,0.0,110,1,n,4
1966,I1966,1500,1000,800,1301.0,110,1,n,4
3655,I3655,1500,1000,800,0.0,110,1,n,4
1888,I1888,1500,800,800,1389.0,110,0,n,4
351,I0351,1500,1000,800,987.0,110,1,n,4
2676,I2676,1500,1000,800,1123.0,110,1,n,4
1516,I1516,1500,800,800,0.0,110,0,n,4
3724,I3724,1500,1000,800,0.0,110,1,n,4
1243,I1243,1500,1000,800,1127.0,110,1,n,4
1030,I1030,1500,800,800,0.0,110,0,n,4
1877,I1877,1500,800,800,0.0,110,0,n,4
1752,I1752,1500,800,800,0.0,110,0,n,4
3942,I3942,1500,1000,800,1399.0,110,1,n,4
2620,I2620,1500,800,800,1336.0,110,0,n,4
2975,I2975,1500,1000,800,861.0,110,1,n,4
2654,I2654,1500,1000,800,1380.0,110,1,n,4
1787,I1787,1500,800,800,0.0,110,0,n,4
3141,I3141,1500,800,800,1057.0,110,0,n,4
3305,I3305,1500,1000,800,965.0,110,1,n,4
1770,I1770,1500,1000,800,1522.0,110,1,n,4
4672,I4672,1500,1000,800,1047.0,110,1,n,4
1189,I1189,1500,1000,800,0.0,110,1,n,4
4251,I4251,1500,800,800,964.0,110,0,n,4
4163,I4163,1500,1000,800,0.0,110,1,n,4
2192,I2192,1500,800,800,1480.0,110,0,n,4
1973,I1973,1500,800,800,1155.0,110,0,n,4
1868,I1868,1500,1000,800,0.0,110,1,n,4
2501,I2501,1500,800,800,0.0,110,0,n,4
2321,I2321,1500,800,800,1277.0,110,0,n,4
817,I0817,1500,800,800,1141.0,110,0,n,4
139,I0139,1500,800,800,0.0,110,0,n,4
1016,I1016,1500,1000,800,0.0,110,1,n,4
66,I0066,1500,800,800,907.0,110,0,n,4
422,I0422,1500,1000,800,820.0,110,1,n,4
632,I0632,1500,1000,800,1256.0,110,1,n,4
433,I0433,1500,800,800,0.0,110,0,n,4
1569,I1569,1500,800,800,0.0,110,0,n,4
4212,I4212,1500,1000,800,799.0,110,1,n,4
860,I0860,1500,1000,800,913.0,110,1,n,4
1595,I1595,1500,1000,800,1530.0,110,1,n,4
32,I0032,1500,1000,800,0.0,110,1,n,4
944,I0944,1500,1000,800,1082.0,110,1,n,4
942,I0942,1500,1000,800,0.0,110,1,n,4
1477,I1477,1500,1000,800,737.0,110,1,n,4
2508,I2508,1500,800,800,0.0,110,0,n,4
177,I0177,1500,1000,800,0.0,110,1,n,4
4615,I4615,1500,800,800,999.0,110,0,n,4
1688,I1688,1500,1000,800,0.0,110,1,n,4
1034,I1034,1500,1000,800,1220.0,110,1,n,4
3775,I3775,1500,1000,800,0.0,110,1,n,4
4116,I4116,1500,800,800,0.0,110,0,n,4
4359,I4359,1500,1000,800,970.0,110,1,n,4
1128,I1128,1500,800,800,0.0,110,0,n,4
2715,I2715,1500,1000,800,0.0,110,1,n,4
1010,I1010,1500,1000,800,0.0,110,1,n,4
3029,I3029,1500,800,800,896.0,110,0,n,4
1869,I1869,1500,1000,800,1293.0,110,1,n,4
4483,I4483,1500,800,800,0.0,110,0,n,4
1555,I1555,1500,800,800,1139.0,110,0,n,4
1360,I1360,1500,800,800,0.0,110,0,n,4
1046,I1046,1500,800,800,864.0,110,0,n,4
1997,I1997,1500,1000,800,910.0,110,1,n,4
610,I0610,1500,800,800,0.0,110,0,n,4
4622,I4622,1500,1000,800,0.0,110,1,n,4
622,I0622,1500,1000,800,1212.0,110,1,n,4
700,I0700,1500,1000,800,0.0,110,1,n,4
349,I0349,1500,800,800,0.0,110,0,n,4
2023,I2023,1500,1000,800,0.0,110,1,n,4
4086,I4086,1500,800,800,0.0,110,0,n,4
1495,I1495,1500,800,800,1040.0,110,0,n,4
3779,I3779,1500,800,800,875.0,110,0,n,4
586,I0586,1500,1000,800,1037.0,110,1,n,4
2301,I2301,1500,800,800,1132.0,110,0,n,4
2698,I2698,1500,800,800,1391.0,110,0,n,4
3825,I3825,1500,1000,800,866.0,110,1,n,4
1704,I1704,1500,800,800,1073.0,110,0,n,4
4080,I4080,1500,800,800,1030.0,110,0,n,4
3537,I3537,1500,800,800,1395.0,110,0,n,4
3226,I3226,1500,800,800,1035.0,110,0,n,4
1007,I1007,1500,1000,800,713.0,110,1,n,4
4565,I4565,1500,800,800,0.0,110,0,n,4
806,I0806,1500,800,800,1097.0,110,0,n,4
731,I0731,1500,800,800,0.0,110,0,n,4
2173,I2173,1500,1000,800,0.0,110,1,n,4
4166,I4166,1500,800,800,0.0,110,0,n,4
947,I0947,1500,800,800,825.0,110,0,n,4
1467,I1467,1500,1000,800,1079.0,110,1,n,4
2899,I2899,1500,800,800,1335.0,110,0,n,4
2722,I2722,1500,1000,800,0.0,110,1,n,4
703,I0703,1500,800,800,0.0,110,0,n,4
3538,I3538,1500,800,800,0.0,110,0,n,4
4821,I4821,1500,800,800,774.0,110,0,n,4
1803,I1803,1500,1000,800,1538.0,110,1,n,4
3944,I3944,1500,800,800,1429.0,110,0,n,4
2287,I2287,1500,800,800,1590.0,110,0,n,4
1159,I1159,1500,800,800,0.0,110,0,n,4
1711,I1711,1500,1000,800,1191.0,110,1,n,4
1559,I1559,1500,800,800,880.0,110,0,n,4
2400,I2400,1500,800,800,785.0,110,0,n,4
70,I0070,1500,800,800,0.0,110,0,n,4
4268,I4268,1500,1000,800,1367.0,110,1,n,4
2547,I2547,1500,800,800,0.0,110,0,n,4
4244,I4244,1500,1000,800,891.0,110,1,n,4
1909,I1909,1500,1000,800,0.0,110,1,n,4
652,I0652,1500,800,800,0.0,110,0,n,4
4386,I4386,1500,1000,800,0.0,110,1,n,4
3466,I3466,1500,1000,800,985.0,110,1,n,4
4169,I4169,1500,800,800,1543.0,110,0,n,4
1689,I1689,1500,800,800,0.0,110,0,n,4
2099,I2099,1500,800,800,0.0,110,0,n,4
691,I0691,1500,1000,800,1376.0,110,1,n,4
2467,I2467,1500,800,800,0.0,110,0,n,4
4194,I4194,1500,800,800,987.0,110,0,n,4
1378,I1378,1500,800,800,1059.0,110,0,n,4
2667,I2667,1500,800,800,0.0,110,0,n,4
2016,I2016,1500,800,800,1066.0,110,0,n,4
2585,I2585,1500,1000,800,975.0,110,1,n,4
2569,I2569,1500,800,800,1050.0,110,0,n,4
3382,I3382,1500,800,800,0.0,110,0,n,4
4761,I4761,1500,800,800,1008.0,110,0,n,4
1184,I1184,1500,1000,800,0.0,110,1,n,4
527,I0527,1500,1000,800,1157.0,110,1,n,4
2798,I2798,1500,1000,800,1347.0,110,1,n,4
1794,I1794,1500,800,800,0.0,110,0,n,4
803,I0803,1500,800,800,0.0,110,0,n,4
4307,I4307,1500,800,800,1012.0,110,0,n,4
638,I0638,1500,800,800,1585.0,110,0,n,4
2977,I2977,1500,1000,800,858.0,110,1,n,4
4448,I4448,1500,1000,800,0.0,110,1,n,4
3221,I3221,1500,800,800,0.0,110,0,n,4
2063,I2063,1500,800,800,1187.0,110,0,n,4
4811,I4811,1500,1000,800,0.0,110,1,n,4
2124,I2124,1500,800,800,0.0,110,0,n,4
2701,I2701,1500,1000,800,0.0,110,1,n,4
4294,I4294,1500,1000,800,1090.0,110,1,n,4
781,I0781,1500,1000,800,0.0,110,1,n,4
1994,I1994,1500,1000,800,1314.0,110,1,n,4
4468,I4468,1500,1000,800,0.0,110,1,n,4
3155,I3155,1500,1000,800,1424.0,110,1,n,4
3947,I3947,1500,1000,800,0.0,110,1,n,4
4783,I4783,1500,800,800,0.0,110,0,n,4
764,I0764,1500,1000,800,1041.0,110,1,n,4
4968,I4968,1500,1000,800,0.0,110,1,n,4
1212,I1212,1500,800,800,0.0,110,0,n,4
3098,I3098,1500,1000,800,1473.0,110,1,n,4
4548,I4548,1500,800,800,1022.0,110,0,n,4
1897,I1897,1500,800,800,0.0,110,0,n,4
1178,I1178,1500,1000,800,819.0,110,1,n,4
2989,I2989,1500,1000,800,1094.0,110,1,n,4
4205,I4205,1500,1000,800,1402.0,110,1,n,4
2677,I2677,1500,800,800,0.0,110,0,n,4
4158,I4158,1500,800,800,905.0,110,0,n,4
3784,I3784,1500,800,800,0.0,110,0,n,4
1170,I1170,1500,800,800,1033.0,110,0,n,4
2431,I2431,1500,800,800,0.0,110,0,n,4
4897,I4897,1500,800,800,0.0,110,0,n,4
2829,I2829,1500,800,800,935.0,110,0,n,4
4037,I4037,1500,800,800,943.0,110,0,n,4
1556,I1556,1500,1000,800,0.0,110,1,n,4
3918,I3918,1500,800,800,0.0,110,0,n,4
1192,I1192,1500,1000,800,1487.0,110,1,n,4
3686,I3686,1500,800,800,0.0,110,0,n,4
1322,I1322,1500,1000,800,0.0,110,1,n,4
2055,I2055,1500,1000,800,0.0,110,1,n,4
3988,I3988,1500,800,800,1063.0,110,0,n,4
1709,I1709,1500,1000,800,0.0,110,1,n,4
2741,I2741,1500,800,800,0.0,110,0,n,4
3213,I3213,1500,800,800,0.0,110,0,n,4
660,I0660,1500,1000,800,1034.0,110,1,n,4
2135,I2135,1500,1000,800,0.0,110,1,n,4
279,I0279,1500,1000,800,0.0,110,1,n,4
2737,I2737,1500,1000,800,1142.0,110,1,n,4
233,I0233,1500,800,800,0.0,110,0,n,4
