,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
4832,I4832,1200,1000,975,336.7,45,1,n,100
1823,I1823,1600,1200,1350,303.92,45,4,n,100
330,I0330,1200,1000,750,405.72,45,1,n,100
1447,I1447,1200,1000,975,293.32,45,1,n,100
936,I0936,1400,1200,1450,179.4,45,3,n,100
5798,I5798,1600,1200,1350,303.92,45,4,n,100
7082,I7082,780,570,478,100.96,47,0,w,4
304,I0304,1400,1200,1450,179.4,45,3,n,100
300,I0300,1400,1200,1450,179.4,45,3,n,100
1261,I1261,1200,1000,975,169.0,45,1,n,100
7725,I7725,1200,1000,975,577.8,45,1,n,100
922,I0922,1400,1200,1450,179.4,45,3,n,100
5030,I5030,1600,1200,930,277.828,45,4,n,100
3263,I3263,1600,1200,930,438.4,45,4,n,100
8136,I8136,1200,1000,975,527.4,45,1,n,100
7088,I7088,780,570,478,100.96,47,0,w,4
6817,I6817,1400,1200,1450,179.4,45,3,n,100
1629,I1629,1600,1200,1350,303.92,45,4,n,100
2373,I2373,1400,1225,1160,317.0,0,2,n,100
4663,I4663,1600,1200,1350,303.92,45,4,n,100
7532,I7532,1600,1200,1350,205.16,45,4,n,100
838,I0838,1400,1200,1450,179.4,45,3,n,100
733,I0733,1600,1200,1350,205.16,45,4,n,100
5909,I5909,1900,1200,750,713.62,45,5,n,100
7101,I7101,1600,1200,930,547.3,45,4,n,100
6177,I6177,1600,1200,1350,303.92,45,4,n,100
669,I0669,1400,1200,1450,179.4,45,3,n,100
3425,I3425,1600,1200,1350,303.92,45,4,n,100
5350,I5350,1200,1000,975,225.6,45,1,n,100
1216,I1216,1600,1200,975,180.2,45,4,n,100
4351,I4351,1600,1200,1350,207.72,45,4,n,100
1408,I1408,1200,1000,750,229.88,45,1,n,100
2894,I2894,1600,1200,930,277.828,45,4,n,100
1340,I1340,1400,1225,1160,278.5,0,2,n,100
6330,I6330,1600,1200,975,180.2,45,4,n,100
451,I0451,1200,1000,975,384.74,45,1,n,100
1170,I1170,1600,1200,975,180.2,45,4,n,100
5391,I5391,780,570,478,100.96,47,0,w,4
3804,I3804,1400,1200,1450,179.4,45,3,n,100
7675,I7675,1600,1200,1350,207.72,45,4,n,100
1638,I1638,1400,1200,1450,179.4,45,3,n,100
5671,I5671,1600,1200,1350,205.16,45,4,n,100
7457,I7457,1400,1225,1160,278.5,0,2,n,100
5476,I5476,1600,1200,1350,303.92,45,4,n,100
3752,I3752,1200,1000,975,183.84,45,1,n,100
4698,I4698,1400,1200,1450,179.4,45,3,n,100
7163,I7163,1200,1000,975,527.4,45,1,n,100
5444,I5444,1200,1000,750,351.756,45,1,n,100
3353,I3353,1600,1200,930,438.4,45,4,n,100
5399,I5399,1600,1200,1350,303.92,45,4,n,100
4775,I4775,1200,1000,750,229.88,45,1,n,100
1572,I1572,1600,1200,975,180.2,45,4,n,100
185,I0185,1400,1200,1450,179.4,45,3,n,100
8106,I8106,1400,1200,1450,179.4,45,3,n,100
5363,I5363,1400,1200,1450,179.4,45,3,n,100
862,I0862,1200,1000,545,690.5,45,1,n,100
