id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I0,8,16,4,1,0,0,n,100
I1,8,16,4,1,0,0,n,100
I2,8,16,4,1,0,0,n,100
I3,8,16,4,1,0,0,n,100
I4,8,16,4,1,0,0,n,100
I5,8,16,4,1,0,0,n,100
I6,8,16,4,1,0,0,n,100
I7,8,16,4,1,0,0,n,100
I8,8,16,4,1,0,0,n,100
I9,8,16,4,1,0,0,n,100
I10,8,16,4,1,0,0,n,100
I11,8,16,4,1,0,0,n,100
I12,8,16,4,1,0,0,n,100
I13,8,16,4,1,0,0,n,100
I14,8,16,4,1,0,0,n,100
I15,8,16,4,1,0,0,n,100
I16,8,16,4,1,0,0,n,100
I17,8,16,4,1,0,0,n,100
I18,8,16,4,1,0,0,n,100
I19,8,16,4,1,0,0,n,100
I20,8,16,4,1,0,0,n,100
I21,8,16,4,1,0,0,n,100
I22,8,16,4,1,0,0,n,100
I23,8,16,4,1,0,0,n,100
I24,8,16,4,1,0,0,n,100
I25,8,16,4,1,0,0,n,100
I26,8,16,4,1,0,0,n,100
I27,8,16,4,1,0,0,n,100
I28,8,16,4,1,0,0,n,100
I29,8,16,4,1,0,0,n,100
I30,8,16,4,1,0,0,n,100
I31,8,16,4,1,0,0,n,100
I32,8,16,4,1,0,0,n,100
I33,8,16,4,1,0,0,n,100
I34,8,16,4,1,0,0,n,100
I35,8,16,4,1,0,0,n,100
I36,8,16,4,1,0,0,n,100
I37,8,16,4,1,0,0,n,100
I38,8,16,4,1,0,0,n,100
I39,8,16,4,1,0,0,n,100
I40,8,16,4,1,0,0,n,100
I41,8,16,4,1,0,0,n,100
I42,8,16,4,1,0,0,n,100
I43,8,16,4,1,0,0,n,100
I44,8,16,4,1,0,0,n,100
I45,8,8,8,1,0,1,n,100
I46,8,8,8,1,0,1,n,100
I47,8,8,8,1,0,1,n,100
I48,8,8,8,1,0,1,n,100
I49,8,8,8,1,0,1,n,100
I50,8,8,8,1,0,1,n,100
I51,8,8,8,1,0,1,n,100
I52,8,8,8,1,0,1,n,100
I53,8,8,8,1,0,1,n,100
I54,8,8,8,1,0,1,n,100
I55,8,8,8,1,0,1,n,100
I56,8,8,8,1,0,1,n,100
I57,8,8,8,1,0,1,n,100
I58,8,8,8,1,0,1,n,100
I59,8,8,8,1,0,1,n,100
I60,8,8,8,1,0,1,n,100
I61,8,8,8,1,0,1,n,100
I62,8,8,8,1,0,1,n,100
I63,8,8,8,1,0,1,n,100
I64,8,8,8,1,0,1,n,100
I65,8,8,8,1,0,1,n,100
