id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,572,665,1,1,0,1,l,1
I02,482,640,1,1,0,2,l,1
I03,264,594,1,1,0,3,l,1
I04,349,566,1,1,0,4,l,1
I05,276,660,1,1,0,5,l,1
I06,745,422,1,1,0,6,l,1
I07,434,622,1,1,0,7,l,1
I08,446,433,1,1,0,8,l,1
I09,668,506,1,1,0,9,l,1
I10,405,635,1,1,0,10,l,1
I11,486,320,1,1,0,11,l,1
I12,554,549,1,1,0,12,l,1
I13,392,491,1,1,0,13,l,1
I14,459,528,1,1,0,14,l,1
I15,426,579,1,1,0,15,l,1
I16,728,359,1,1,0,16,l,1
I17,644,465,1,1,0,17,l,1
I18,382,323,1,1,0,18,l,1
I19,268,352,1,1,0,19,l,1
I20,324,512,1,1,0,20,l,1
I21,277,426,1,1,0,21,l,1
I22,254,685,1,1,0,22,l,1
I23,483,532,1,1,0,23,l,1
I24,678,414,1,1,0,24,l,1
I25,546,590,1,1,0,25,l,1
I26,716,640,1,1,0,26,l,1
I27,542,400,1,1,0,27,l,1
I28,634,596,1,1,0,28,l,1
I29,497,696,1,1,0,29,l,1
I30,417,300,1,1,0,30,l,1
I31,290,605,1,1,0,31,l,1
I32,321,520,1,1,0,32,l,1
I33,543,290,1,1,0,33,l,1
I34,599,269,1,1,0,34,l,1
I35,467,679,1,1,0,35,l,1
I36,583,421,1,1,0,36,l,1
I37,729,723,1,1,0,37,l,1
I38,465,590,1,1,0,38,l,1
I39,614,585,1,1,0,39,l,1
I40,446,327,1,1,0,40,l,1
I41,734,616,1,1,0,41,l,1
I42,479,606,1,1,0,42,l,1
I43,656,278,1,1,0,43,l,1
I44,537,355,1,1,0,44,l,1
I45,604,519,1,1,0,45,l,1
I46,746,596,1,1,0,46,l,1
I47,439,281,1,1,0,47,l,1
I48,339,405,1,1,0,48,l,1
I49,273,526,1,1,0,49,l,1
I50,625,568,1,1,0,50,l,1
