,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
422,I0422,1600,1200,1350,207.72,45,4,n,100
326,I0326,1400,1200,1450,179.4,45,3,n,100
143,I0143,1400,1200,1450,179.4,45,3,n,100
44,I0044,1900,1200,750,713.62,45,5,n,100
370,I0370,1400,1225,1160,317.0,0,2,n,100
88,I0088,1600,1200,1350,303.92,45,4,n,100
182,I0182,1400,1200,1450,179.4,45,3,n,100
78,I0078,780,570,478,270.08,47,0,w,4
486,I0486,1600,1200,1350,303.92,45,4,n,100
307,I0307,1400,1200,1450,179.4,45,3,n,100
494,I0494,1200,1000,975,165.375,45,1,n,100
130,I0130,1400,1200,1450,179.4,45,3,n,100
345,I0345,1200,1000,750,351.756,45,1,n,100
49,I0049,1400,1200,1450,179.4,45,3,n,100
28,I0028,1400,1200,1450,179.4,45,3,n,100
391,I0391,1400,1225,1160,317.0,0,2,n,100
338,I0338,1600,1200,1350,207.72,45,4,n,100
133,I0133,1400,1200,1450,179.4,45,3,n,100
11,I0011,1200,1000,975,577.8,45,1,n,100
375,I0375,1600,1200,975,1471.6,45,4,n,100
265,I0265,1200,1000,975,165.375,45,1,n,100
144,I0144,1400,1200,1450,179.4,45,3,n,100
146,I0146,1400,1200,1450,179.4,45,3,n,100
311,I0311,1400,1200,1450,179.4,45,3,n,100
439,I0439,1400,1200,1450,179.4,45,3,n,100
479,I0479,1200,1000,975,165.375,45,1,n,100
340,I0340,780,570,478,160.56,47,0,w,4
295,I0295,1200,1000,930,324.1,45,1,n,100
410,I0410,1200,1000,1155,366.75,0,6,n,100
301,I0301,1400,1200,1450,179.4,45,3,n,100
16,I0016,1400,1225,1160,278.5,0,2,n,100
35,I0035,1400,1200,1450,179.4,45,3,n,100
186,I0186,1400,1200,1450,179.4,45,3,n,100
322,I0322,1400,1200,1450,179.4,45,3,n,100
139,I0139,1400,1200,1450,179.4,45,3,n,100
176,I0176,1400,1200,1450,179.4,45,3,n,100
230,I0230,1400,1200,1450,179.4,45,3,n,100
457,I0457,1600,1200,930,454.873,45,4,n,100
448,I0448,1400,1200,1450,179.4,45,3,n,100
398,I0398,1400,1225,1160,317.0,0,2,n,100
0,I0000,780,570,478,81.72,47,0,w,4
428,I0428,1400,1200,1450,179.4,45,3,n,100
309,I0309,1400,1200,1450,179.4,45,3,n,100
34,I0034,1400,1200,1450,179.4,45,3,n,100
187,I0187,1400,1200,1450,179.4,45,3,n,100
462,I0462,1200,1000,975,577.8,45,1,n,100
106,I0106,1400,1200,1450,179.4,45,3,n,100
194,I0194,1400,1200,1450,179.4,45,3,n,100
329,I0329,1200,1000,558,122.032,0,6,n,100
113,I0113,1400,1200,1450,179.4,45,3,n,100
394,I0394,1400,1225,1160,317.0,0,2,n,100
373,I0373,1400,1225,1160,317.0,0,2,n,100
264,I0264,1200,1000,975,165.375,45,1,n,100
286,I0286,1600,1200,1350,303.92,45,4,n,100
