,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
1456,I11943,1200,1000,750,135.8,45,2,n,100
2171,I36045,1200,1000,545,729.5,45,2,n,100
1572,I07468,1600,1200,930,607.6,45,0,n,100
301,I35588,780,570,478,160.56,47,8,w,4
662,I14604,1600,1200,930,227.0,45,0,n,100
2297,I07409,1200,1000,975,132.804,45,2,n,100
1579,I20952,2350,1000,950,286.656,45,4,n,100
351,I23858,2350,1000,950,271.36,45,4,n,100
1605,I38075,1200,1000,930,140.0,45,2,n,100
952,I30651,1600,1200,930,174.305,45,0,n,100
1172,I04114,2200,1600,1450,258.56,45,14,n,100
914,I37257,1910,1200,1295,613.59,45,19,n,100
81,I05598,1600,1200,975,178.6,45,0,n,100
3683,I39637,1200,1000,930,413.58,45,2,n,100
3048,I37838,1600,1200,930,159.824,45,0,n,100
198,I07639,1600,1200,930,149.212,45,0,n,100
1345,I14392,1600,1200,930,149.322,45,0,n,100
9,I27374,1200,1000,975,652.0,45,2,n,100
2530,I08926,1600,1200,930,174.305,45,0,n,100
1640,I17466,780,570,478,96.256,47,8,w,4
2123,I24194,1200,1000,975,139.98,45,2,n,100
3093,I05295,1200,1000,975,142.59,45,2,n,100
2660,I14804,1200,1000,359,122.865,0,1,n,100
1217,I21242,1200,1000,975,129.0,45,2,n,100
1889,I09042,1200,1000,975,129.0,45,2,n,100
1,I45826,1600,1200,975,185.25,45,0,n,100
1953,I10745,1200,1000,1155,109.48,0,1,n,100
960,I18745,1600,1200,930,196.42,45,0,n,100
2145,I43006,1600,1200,975,166.392,45,0,n,100
3931,I08852,2350,1000,950,272.592,45,4,n,100
1402,I04213,1600,1200,930,174.305,45,0,n,100
1358,I29649,1600,1200,930,174.305,45,0,n,100
219,I47101,2050,1550,1450,215.582,45,7,n,100
592,I02330,1200,1000,930,152.366,45,2,n,100
3836,I44005,1200,1000,750,105.224,45,2,n,100
403,I19992,1600,1200,750,323.7,45,0,n,100
1794,I30765,1600,1200,930,169.96,45,0,n,100
3359,I49496,1200,1000,975,129.0,45,2,n,100
519,I46282,1600,1200,750,197.34,45,0,n,100
3154,I49680,2050,1550,1450,215.582,45,7,n,100
2841,I00674,1200,1000,975,129.0,45,2,n,100
532,I39172,1200,1000,975,139.98,45,2,n,100
2612,I50271,2350,1000,950,286.656,45,4,n,100
3558,I17671,2350,1000,950,286.656,45,4,n,100
1149,I16477,1200,1000,975,142.59,45,2,n,100
2747,I42812,1600,1200,930,607.6,45,0,n,100
475,I35238,1200,1000,975,139.98,45,2,n,100
3162,I45333,1200,1000,975,143.25,45,2,n,100
258,I41774,1200,1000,1155,109.48,0,1,n,100
2159,I41026,1600,1200,750,197.34,45,0,n,100
1673,I22685,1200,1000,459,72.7,0,1,n,100
2339,I15347,2030,1530,975,245.764,45,13,n,100
2078,I11844,1600,1200,1350,303.92,45,0,n,100
1676,I45091,2050,1550,1450,215.582,45,7,n,100
3104,I37494,1200,1000,975,138.428,45,2,n,100
1410,I02014,1600,1200,975,611.224,45,0,n,100
635,I35724,1200,1000,459,47.02,0,1,n,100
3387,I25529,1200,1000,975,131.366,45,2,n,100
3390,I38507,1200,1000,975,153.088,45,2,n,100
62,I06706,1200,1000,459,52.45,0,1,n,100
3776,I00024,1600,1200,930,169.96,45,0,n,100
2451,I18710,2350,1000,950,286.656,45,4,n,100
1971,I25549,1200,1000,975,168.796,45,2,n,100
1777,I15039,1200,1000,975,131.366,45,2,n,100
3844,I38175,1200,1000,750,105.224,45,2,n,100
1275,I45327,780,570,478,104.768,47,8,w,4
1073,I07927,1800,1200,930,249.0,45,9,n,100
3278,I36506,1900,1200,750,177.104,45,6,n,100
3785,I49100,1600,1200,930,149.322,45,0,n,100
491,I03097,1200,1000,750,119.08,45,2,n,100
1768,I42836,1200,1000,975,131.366,45,2,n,100
3464,I30015,1200,1000,1057,85.8,0,1,n,100
2228,I07860,1200,1000,975,129.0,45,2,n,100
3603,I41860,1200,1000,750,243.7,45,2,n,100
589,I05823,1200,1000,975,129.0,45,2,n,100
3728,I47204,2350,1000,950,272.592,45,4,n,100
1907,I23192,1400,1200,1450,179.4,45,12,n,100
1596,I09507,1200,1000,975,131.366,45,2,n,100
493,I35785,1600,1200,1350,207.72,45,0,n,100
2472,I25530,1200,1000,975,131.366,45,2,n,100
3690,I07704,1600,1200,930,149.322,45,0,n,100
1906,I48051,1600,1200,750,323.7,45,0,n,100
3992,I02115,1200,1000,750,105.224,45,2,n,100
3419,I39492,2350,1000,950,286.656,45,4,n,100
3355,I37930,2350,1000,950,264.88,45,4,n,100
690,I06427,2350,1000,950,264.88,45,4,n,100
3580,I45714,1200,1000,975,129.0,45,2,n,100
1614,I45525,1200,1000,975,134.92,45,2,n,100
1185,I28037,1200,1000,975,129.0,45,2,n,100
2012,I00986,1400,1200,1450,179.4,45,12,n,100
3639,I33247,1200,1000,975,131.366,45,2,n,100
1438,I36331,1800,1400,1020,201.008,45,11,n,3
2167,I39802,1200,1000,975,329.77,45,2,n,100
1178,I28704,1600,1200,930,454.873,45,0,n,100
1281,I50590,1600,1200,975,212.2,45,0,n,100
3333,I15335,1600,1200,930,174.305,45,0,n,100
683,I48877,1600,1200,975,180.2,45,0,n,100
2920,I42491,1400,1200,1450,179.4,45,12,n,100
3391,I22238,1200,1000,750,305.32,45,2,n,100
1774,I30274,1200,1000,975,139.98,45,2,n,100
3906,I29025,1600,1200,1350,303.92,45,0,n,100
186,I40182,1600,1200,930,227.0,45,0,n,100
1698,I13238,1200,1000,975,131.366,45,2,n,100
3926,I46486,1200,1000,975,168.796,45,2,n,100
1481,I05803,1600,1200,930,174.305,45,0,n,100
3703,I24154,1600,1200,930,169.96,45,0,n,100
67,I48905,1910,1200,1295,613.59,45,19,n,100
3713,I28292,1200,1000,975,129.0,45,2,n,100
3756,I03196,1200,1000,750,260.52,45,2,n,100
1430,I08155,1600,1200,930,174.305,45,0,n,100
3483,I13154,1200,1000,975,156.15,45,2,n,100
943,I24130,1600,1200,750,197.34,45,0,n,100
1132,I21184,1800,1400,1020,201.008,45,11,n,3
2941,I50090,1600,1200,930,174.305,45,0,n,100
1158,I13633,1600,1200,930,174.305,45,0,n,100
2597,I00213,1200,1000,459,72.7,0,1,n,100
2767,I17385,1800,1400,1020,201.008,45,11,n,3
2392,I11403,1200,1000,975,139.98,45,2,n,100
2131,I26574,1600,1200,930,169.96,45,0,n,100
782,I03055,2350,1000,950,272.592,45,4,n,100
2736,I30654,1600,1200,930,174.305,45,0,n,100
2991,I36096,1200,1000,943,82.152,0,1,n,100
1518,I07522,1600,1200,750,137.391,45,0,n,100
3356,I29691,1800,1400,1020,303.45,45,11,n,100
1197,I48399,1200,1000,750,105.224,45,2,n,100
3843,I45235,1600,1200,1350,207.72,45,0,n,100
3854,I05116,1200,1000,750,227.528,45,2,n,100
818,I22026,2030,1530,1350,245.36,45,13,n,100
49,I50084,1200,1000,975,129.0,45,2,n,100
1361,I18182,1910,1200,1295,613.59,45,19,n,100
3778,I45070,1200,1000,930,152.366,45,2,n,100
3445,I23051,1600,1200,930,169.96,45,0,n,100
1127,I09580,1600,1200,975,166.392,45,0,n,100
2720,I49515,1600,1200,930,227.0,45,0,n,100
3415,I32596,1200,1000,975,129.0,45,2,n,100
2980,I20335,1200,1000,359,27.26,0,1,n,100
1684,I38307,1200,1000,975,169.2,45,2,n,100
348,I09072,1600,1200,750,137.391,45,0,n,100
3164,I21520,1200,1000,359,61.75,0,1,n,100
3242,I16412,1600,1200,1350,205.16,45,0,n,100
1330,I20074,1600,1200,930,149.322,45,0,n,100
3812,I31557,1200,1000,975,329.77,45,2,n,100
3027,I19371,1600,1200,930,169.96,45,0,n,100
3990,I46667,1600,1200,930,174.305,45,0,n,100
3872,I28434,1600,1200,750,155.64,45,0,n,100
734,I45764,1200,1000,975,131.366,45,2,n,100
1902,I34221,1600,1200,930,169.96,45,0,n,100
139,I33341,1200,1000,750,135.8,45,2,n,100
1815,I21355,2200,1600,1450,258.56,45,14,n,100
1451,I47381,2030,1530,1350,245.36,45,13,n,100
3656,I24125,1600,1200,1350,303.92,45,0,n,100
3344,I20170,1200,1000,930,291.0,45,2,n,100
2459,I45761,1200,1000,975,131.366,45,2,n,100
428,I21551,1200,1000,975,153.088,45,2,n,100
1634,I07308,1200,1000,975,168.796,45,2,n,100
1291,I20368,2030,1530,975,245.764,45,13,n,100
1125,I25159,1200,1000,975,131.366,45,2,n,100
3120,I19002,1200,1000,1155,109.48,0,1,n,100
503,I02647,1600,1200,930,227.0,45,0,n,100
2564,I36205,1600,1200,930,169.96,45,0,n,100
2111,I29431,1600,1200,930,149.212,45,0,n,100
761,I47907,1200,1000,930,291.48,45,2,n,100
2058,I41528,1600,1200,930,149.322,45,0,n,100
3318,I26606,1600,1200,930,169.96,45,0,n,100
2332,I33064,2200,1600,1450,258.56,45,14,n,100
3129,I50299,1600,1200,975,166.392,45,0,n,100
151,I15586,1200,1000,750,105.224,45,2,n,100
3389,I14060,1600,1200,930,149.322,45,0,n,100
1343,I10178,1800,1400,1020,303.45,45,11,n,100
2253,I45206,1200,1000,975,168.796,45,2,n,100
2900,I47881,1600,1200,1350,303.92,45,0,n,100
2247,I05441,2350,1000,950,272.592,45,4,n,100
1870,I14626,1200,1000,975,129.0,45,2,n,100
3902,I37412,1600,1200,1350,207.72,45,0,n,100
2977,I23941,1600,1200,930,174.305,45,0,n,100
3071,I35855,1200,1000,975,131.366,45,2,n,100
471,I27351,2050,1550,1450,215.582,45,7,n,100
1083,I46406,1600,1200,930,169.96,45,0,n,100
1715,I16497,1200,1000,459,72.7,0,1,n,100
1932,I10685,1600,1200,750,148.86,45,0,n,100
278,I43381,1600,1200,930,149.322,45,0,n,100
1916,I26820,2350,1000,950,271.36,45,4,n,100
1707,I45111,1600,1200,930,174.305,45,0,n,100
39,I05917,1200,1000,975,131.366,45,2,n,100
2604,I32871,1600,1200,930,169.96,45,0,n,100
