id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,16,6,1,1,0,1,l,1
I02,24,1,1,1,0,2,l,1
I03,24,1,1,1,0,3,l,1
I04,24,1,1,1,0,4,l,1
I05,6,28,1,1,0,5,l,1
I06,6,28,1,1,0,6,l,1
I07,6,28,1,1,0,7,l,1
I08,8,23,1,1,0,8,l,1
I09,8,23,1,1,0,9,l,1
I10,8,23,1,1,0,10,l,1
I11,5,1,1,1,0,11,l,1
I12,5,1,1,1,0,12,l,1
I13,5,1,1,1,0,13,l,1
I14,6,26,1,1,0,14,l,1
I15,6,26,1,1,0,15,l,1
I16,2,30,1,1,0,16,l,1
I17,2,30,1,1,0,17,l,1
I18,9,11,1,1,0,18,l,1
I19,9,11,1,1,0,19,l,1
I20,9,11,1,1,0,20,l,1
I21,4,30,1,1,0,21,l,1
I22,16,13,1,1,0,22,l,1
