id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,541,745,1,1,0,1,l,1
I02,344,301,1,1,0,2,l,1
I03,413,294,1,1,0,3,l,1
I04,266,341,1,1,0,4,l,1
I05,543,388,1,1,0,5,l,1
I06,367,701,1,1,0,6,l,1
I07,526,707,1,1,0,7,l,1
I08,286,706,1,1,0,8,l,1
I09,614,289,1,1,0,9,l,1
I10,348,592,1,1,0,10,l,1
I11,673,431,1,1,0,11,l,1
I12,475,362,1,1,0,12,l,1
I13,562,439,1,1,0,13,l,1
I14,530,638,1,1,0,14,l,1
I15,609,375,1,1,0,15,l,1
I16,540,274,1,1,0,16,l,1
I17,486,634,1,1,0,17,l,1
I18,272,377,1,1,0,18,l,1
I19,623,306,1,1,0,19,l,1
I20,266,714,1,1,0,20,l,1
I21,341,336,1,1,0,21,l,1
I22,340,296,1,1,0,22,l,1
I23,531,479,1,1,0,23,l,1
I24,571,589,1,1,0,24,l,1
I25,674,496,1,1,0,25,l,1
I26,560,497,1,1,0,26,l,1
I27,509,389,1,1,0,27,l,1
I28,650,332,1,1,0,28,l,1
I29,474,285,1,1,0,29,l,1
I30,419,503,1,1,0,30,l,1
