,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
2733,I2733,800,500,615,371.0,100,1,n,3
6255,I6255,1500,1000,615,0.0,100,7,n,4
4872,I4872,1200,800,615,0.0,100,4,n,4
4457,I4457,1500,1000,615,345.0,100,7,n,4
6355,I6355,800,460,615,384.0,100,0,n,3
4028,I4028,1200,800,615,191.0,100,4,w,4
6439,I6439,1500,1000,615,286.0,100,7,w,4
3244,I3244,800,460,615,0.0,100,0,l,3
1905,I1905,800,460,615,390.0,100,0,n,3
2523,I2523,1500,1000,615,149.0,100,7,n,4
1498,I1498,1200,1000,615,229.0,100,6,n,4
5500,I5500,1500,1000,615,361.0,100,7,n,4
6437,I6437,800,500,615,107.0,100,1,n,3
2217,I2217,1200,800,615,168.0,100,4,n,4
5631,I5631,1500,800,615,260.0,100,5,n,4
3559,I3559,1500,800,615,221.0,100,5,w,4
2580,I2580,1500,1000,615,322.0,100,7,n,4
3663,I3663,1500,1000,615,201.0,100,7,n,4
2896,I2896,800,460,615,320.0,100,0,n,3
823,I0823,1000,800,615,436.0,100,3,l,4
4482,I4482,1500,800,615,0.0,100,5,n,4
4973,I4973,1200,800,615,174.0,100,4,n,4
641,I0641,1200,1000,615,85.0,100,6,n,4
3567,I3567,800,500,615,353.0,100,1,n,3
4829,I4829,800,600,615,416.0,100,2,n,3
2591,I2591,1500,1000,615,172.0,100,7,n,4
1615,I1615,800,600,615,249.0,100,2,l,3
458,I0458,800,500,615,351.0,100,1,n,3
2361,I2361,1500,1000,615,0.0,100,7,n,4
539,I0539,1200,800,615,425.0,100,4,n,4
925,I0925,1500,1000,615,394.0,100,7,n,4
5581,I5581,1500,800,615,317.0,100,5,n,4
3201,I3201,800,500,615,298.0,100,1,n,3
2600,I2600,800,460,615,264.0,100,0,l,3
6382,I6382,1000,800,615,178.0,100,3,l,4
1948,I1948,800,600,615,347.0,100,2,w,3
667,I0667,1200,1000,615,215.0,100,6,n,4
5833,I5833,1200,800,615,186.0,100,4,w,4
5477,I5477,1200,800,615,404.0,100,4,n,4
1594,I1594,1500,1000,615,237.0,100,7,n,4
5734,I5734,800,500,615,168.0,100,1,n,3
2272,I2272,800,600,615,0.0,100,2,n,3
1809,I1809,1500,1000,615,166.0,100,7,n,4
5374,I5374,1200,800,615,278.0,100,4,n,4
6408,I6408,1500,1000,615,0.0,100,7,n,4
2431,I2431,1500,800,615,361.0,100,5,n,4
3641,I3641,1200,800,615,154.0,100,4,l,4
1384,I1384,800,600,615,299.0,100,2,n,3
4672,I4672,1500,1000,615,348.0,100,7,n,4
2142,I2142,1200,800,615,442.0,100,4,n,4
788,I0788,1200,1000,615,418.0,100,6,n,4
591,I0591,1000,800,615,329.0,100,3,n,4
292,I0292,1000,800,615,141.0,100,3,w,4
3685,I3685,1500,800,615,153.0,100,5,n,4
2797,I2797,800,460,615,275.0,100,0,w,3
5364,I5364,1200,1000,615,109.0,100,6,n,4
3503,I3503,1500,1000,615,388.0,100,7,w,4
3704,I3704,1500,1000,615,279.0,100,7,n,4
5145,I5145,1500,1000,615,243.0,100,7,n,4
1719,I1719,800,600,615,334.0,100,2,n,3
2974,I2974,1000,800,615,249.0,100,3,n,4
742,I0742,1200,1000,615,212.0,100,6,n,4
2927,I2927,800,600,615,325.0,100,2,n,3
5417,I5417,800,600,615,243.0,100,2,n,3
5509,I5509,1000,800,615,268.0,100,3,n,4
3388,I3388,800,500,615,389.0,100,1,n,3
