,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
127,I0127,1400,1200,1450,179.4,45,3,n,100
115,I0115,1400,1200,1450,179.4,45,3,n,100
45,I0045,1400,1200,1450,179.4,45,3,n,100
287,I0287,1600,1200,1350,303.92,45,4,n,100
400,I0400,1200,1000,750,351.756,45,1,n,100
435,I0435,1400,1200,1450,179.4,45,3,n,100
210,I0210,1600,1200,930,438.4,45,4,n,100
175,I0175,1400,1200,1450,179.4,45,3,n,100
206,I0206,1600,1200,930,438.4,45,4,n,100
247,I0247,1400,1200,1450,179.4,45,3,n,100
451,I0451,1200,1000,975,384.74,45,1,n,100
466,I0466,1600,1200,1350,207.72,45,4,n,100
252,I0252,1600,1200,1350,303.92,45,4,n,100
452,I0452,1600,1200,975,611.224,45,4,n,100
1,I0001,780,570,478,81.72,47,0,w,4
27,I0027,1400,1200,1450,179.4,45,3,n,100
229,I0229,1400,1200,1450,179.4,45,3,n,100
359,I0359,1600,1200,975,611.224,45,4,n,100
396,I0396,1400,1225,1160,317.0,0,2,n,100
52,I0052,1400,1200,1450,179.4,45,3,n,100
171,I0171,1600,1200,1350,207.72,45,4,n,100
160,I0160,1600,1200,1350,207.72,45,4,n,100
280,I0280,1200,1000,975,577.8,45,1,n,100
316,I0316,1400,1200,1450,179.4,45,3,n,100
334,I0334,1600,1200,1350,207.72,45,4,n,100
43,I0043,1600,1200,975,1471.6,45,4,n,100
87,I0087,1600,1200,1350,303.92,45,4,n,100
98,I0098,1200,1000,545,729.5,45,1,n,100
168,I0168,1600,1200,1350,207.72,45,4,n,100
401,I0401,780,570,478,82.32,47,0,w,4
137,I0137,1400,1200,1450,179.4,45,3,n,100
323,I0323,1400,1200,1450,179.4,45,3,n,100
119,I0119,1600,1200,1350,303.92,45,4,n,100
427,I0427,1400,1200,1450,179.4,45,3,n,100
234,I0234,1400,1200,1450,179.4,45,3,n,100
418,I0418,780,570,478,160.56,47,0,w,4
278,I0278,1200,1000,975,577.8,45,1,n,100
397,I0397,1400,1225,1160,317.0,0,2,n,100
262,I0262,1200,1000,930,324.1,45,1,n,100
245,I0245,1400,1200,1450,179.4,45,3,n,100
187,I0187,1400,1200,1450,179.4,45,3,n,100
36,I0036,1400,1200,1450,179.4,45,3,n,100
483,I0483,1600,1200,1350,303.92,45,4,n,100
37,I0037,1400,1200,1450,179.4,45,3,n,100
409,I0409,1200,1000,1155,366.75,0,6,n,100
439,I0439,1400,1200,1450,179.4,45,3,n,100
158,I0158,1600,1200,1350,207.72,45,4,n,100
350,I0350,1600,1200,930,547.3,45,4,n,100
233,I0233,1400,1200,1450,179.4,45,3,n,100
116,I0116,1400,1200,1450,179.4,45,3,n,100
484,I0484,1600,1200,930,277.828,45,4,n,100
361,I0361,1400,1225,1160,317.0,0,2,n,100
398,I0398,1400,1225,1160,317.0,0,2,n,100
189,I0189,1400,1200,1450,179.4,45,3,n,100
496,I0496,1200,1000,975,165.375,45,1,n,100
256,I0256,1600,1200,1350,303.92,45,4,n,100
329,I0329,1200,1000,558,122.032,0,6,n,100
14,I0014,1400,1225,1160,278.5,0,2,n,100
17,I0017,1400,1225,1160,278.5,0,2,n,100
214,I0214,1600,1200,930,438.4,45,4,n,100
50,I0050,1400,1200,1450,179.4,45,3,n,100
491,I0491,1600,1200,1350,303.92,45,4,n,100
157,I0157,1600,1200,1350,207.72,45,4,n,100
156,I0156,1600,1200,1350,207.72,45,4,n,100
291,I0291,1600,1200,1350,303.92,45,4,n,100
75,I0075,1400,1225,1160,317.0,0,2,n,100
284,I0284,1600,1200,1350,303.92,45,4,n,100
269,I0269,1600,1200,1350,207.72,45,4,n,100
74,I0074,1400,1225,1160,317.0,0,2,n,100
19,I0019,1400,1225,1160,278.5,0,2,n,100
264,I0264,1200,1000,975,165.375,45,1,n,100
369,I0369,1400,1225,1160,317.0,0,2,n,100
419,I0419,780,570,478,160.56,47,0,w,4
346,I0346,1200,1000,750,351.756,45,1,n,100
173,I0173,1200,1000,750,267.8,45,1,n,100
500,I0500,780,570,478,100.96,47,0,w,4
129,I0129,1400,1200,1450,179.4,45,3,n,100
493,I0493,1200,1000,975,308.76,45,1,n,100
462,I0462,1200,1000,975,577.8,45,1,n,100
347,I0347,1600,1200,930,547.3,45,4,n,100
237,I0237,1400,1200,1450,179.4,45,3,n,100
71,I0071,1400,1225,1160,317.0,0,2,n,100
142,I0142,1400,1200,1450,179.4,45,3,n,100
327,I0327,1200,1000,750,500.86,45,1,n,100
294,I0294,1600,1200,1350,303.92,45,4,n,100
392,I0392,1400,1225,1160,317.0,0,2,n,100
456,I0456,1600,1200,930,454.873,45,4,n,100
118,I0118,1600,1200,1350,303.92,45,4,n,100
96,I0096,1600,1200,1350,303.92,45,4,n,100
443,I0443,1400,1200,1450,179.4,45,3,n,100
47,I0047,1400,1200,1450,179.4,45,3,n,100
144,I0144,1400,1200,1450,179.4,45,3,n,100
445,I0445,1400,1200,1450,179.4,45,3,n,100
495,I0495,1200,1000,975,165.375,45,1,n,100
88,I0088,1600,1200,1350,303.92,45,4,n,100
108,I0108,1400,1200,1450,179.4,45,3,n,100
364,I0364,1400,1225,1160,317.0,0,2,n,100
281,I0281,1200,1000,975,577.8,45,1,n,100
429,I0429,1400,1200,1450,179.4,45,3,n,100
239,I0239,1400,1200,1450,179.4,45,3,n,100
438,I0438,1400,1200,1450,179.4,45,3,n,100
44,I0044,1900,1200,750,713.62,45,5,n,100
