id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,139,103,1,1,0,1,l,1
I02,166,99,1,1,0,2,l,1
I03,88,74,1,1,0,3,l,1
I04,174,139,1,1,0,4,l,1
I05,128,109,1,1,0,5,l,1
I06,175,179,1,1,0,6,l,1
I07,62,82,1,1,0,7,l,1
I08,178,87,1,1,0,8,l,1
I09,121,77,1,1,0,9,l,1
I10,125,97,1,1,0,10,l,1
I11,73,84,1,1,0,11,l,1
I12,69,97,1,1,0,12,l,1
I13,122,159,1,1,0,13,l,1
I14,66,69,1,1,0,14,l,1
I15,111,118,1,1,0,15,l,1
I16,165,86,1,1,0,16,l,1
I17,71,83,1,1,0,17,l,1
I18,163,162,1,1,0,18,l,1
I19,67,132,1,1,0,19,l,1
I20,121,152,1,1,0,20,l,1
I21,68,150,1,1,0,21,l,1
I22,138,124,1,1,0,22,l,1
I23,141,105,1,1,0,23,l,1
I24,183,122,1,1,0,24,l,1
I25,171,63,1,1,0,25,l,1
I26,101,64,1,1,0,26,l,1
I27,103,95,1,1,0,27,l,1
I28,110,107,1,1,0,28,l,1
I29,184,158,1,1,0,29,l,1
I30,85,97,1,1,0,30,l,1
I31,86,92,1,1,0,31,l,1
I32,127,155,1,1,0,32,l,1
I33,92,147,1,1,0,33,l,1
I34,106,97,1,1,0,34,l,1
I35,177,108,1,1,0,35,l,1
I36,164,150,1,1,0,36,l,1
I37,68,84,1,1,0,37,l,1
I38,62,151,1,1,0,38,l,1
I39,123,134,1,1,0,39,l,1
I40,158,178,1,1,0,40,l,1
I41,70,140,1,1,0,41,l,1
I42,173,117,1,1,0,42,l,1
I43,147,136,1,1,0,43,l,1
I44,141,145,1,1,0,44,l,1
I45,84,164,1,1,0,45,l,1
I46,144,141,1,1,0,46,l,1
I47,92,103,1,1,0,47,l,1
I48,156,98,1,1,0,48,l,1
I49,160,111,1,1,0,49,l,1
I50,127,131,1,1,0,50,l,1
