,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
454,I0454,1200,1000,1057,164.04,0,6,n,100
98,I0098,1200,1000,545,729.5,45,1,n,100
281,I0281,1200,1000,975,577.8,45,1,n,100
8,I0008,1200,1000,975,577.8,45,1,n,100
157,I0157,1600,1200,1350,207.72,45,4,n,100
462,I0462,1200,1000,975,577.8,45,1,n,100
175,I0175,1400,1200,1450,179.4,45,3,n,100
18,I0018,1400,1225,1160,278.5,0,2,n,100
354,I0354,1200,1000,975,156.15,45,1,n,100
81,I0081,1600,1200,930,454.873,45,4,n,100
322,I0322,1400,1200,1450,179.4,45,3,n,100
429,I0429,1400,1200,1450,179.4,45,3,n,100
10,I0010,1200,1000,975,577.8,45,1,n,100
187,I0187,1400,1200,1450,179.4,45,3,n,100
283,I0283,1200,1000,359,29.38,0,6,n,100
115,I0115,1400,1200,1450,179.4,45,3,n,100
363,I0363,1400,1225,1160,317.0,0,2,n,100
370,I0370,1400,1225,1160,317.0,0,2,n,100
289,I0289,1600,1200,1350,303.92,45,4,n,100
426,I0426,1400,1200,1450,179.4,45,3,n,100
70,I0070,1400,1225,1160,317.0,0,2,n,100
53,I0053,1400,1200,1450,179.4,45,3,n,100
9,I0009,1200,1000,975,577.8,45,1,n,100
300,I0300,1400,1200,1450,179.4,45,3,n,100
127,I0127,1400,1200,1450,179.4,45,3,n,100
290,I0290,1600,1200,1350,303.92,45,4,n,100
191,I0191,1400,1200,1450,179.4,45,3,n,100
99,I0099,1200,1000,545,729.5,45,1,n,100
149,I0149,1400,1200,1450,179.4,45,3,n,100
178,I0178,1400,1200,1450,179.4,45,3,n,100
325,I0325,1400,1200,1450,179.4,45,3,n,100
13,I0013,1400,1225,1160,278.5,0,2,n,100
252,I0252,1600,1200,1350,303.92,45,4,n,100
226,I0226,1400,1200,1450,179.4,45,3,n,100
90,I0090,1600,1200,1350,303.92,45,4,n,100
245,I0245,1400,1200,1450,179.4,45,3,n,100
349,I0349,1600,1200,930,547.3,45,4,n,100
374,I0374,1400,1225,1160,317.0,0,2,n,100
184,I0184,1400,1200,1450,179.4,45,3,n,100
336,I0336,1600,1200,1350,207.72,45,4,n,100
347,I0347,1600,1200,930,547.3,45,4,n,100
270,I0270,780,570,478,101.52,47,0,w,4
242,I0242,1400,1200,1450,179.4,45,3,n,100
15,I0015,1400,1225,1160,278.5,0,2,n,100
263,I0263,1200,1000,975,165.375,45,1,n,100
23,I0023,780,570,478,100.96,47,0,w,4
77,I0077,780,570,478,101.52,47,0,w,4
355,I0355,1200,1000,975,156.15,45,1,n,100
180,I0180,1400,1200,1450,179.4,45,3,n,100
221,I0221,1400,1200,1450,179.4,45,3,n,100
174,I0174,1400,1200,1450,179.4,45,3,n,100
450,I0450,1200,1000,975,337.9,45,1,n,100
425,I0425,1400,1200,1450,179.4,45,3,n,100
136,I0136,1400,1200,1450,179.4,45,3,n,100
329,I0329,1200,1000,558,122.032,0,6,n,100
310,I0310,1400,1200,1450,179.4,45,3,n,100
265,I0265,1200,1000,975,165.375,45,1,n,100
216,I0216,1600,1200,930,438.4,45,4,n,100
159,I0159,1600,1200,1350,207.72,45,4,n,100
55,I0055,1400,1200,1450,179.4,45,3,n,100
233,I0233,1400,1200,1450,179.4,45,3,n,100
277,I0277,1200,1000,975,577.8,45,1,n,100
345,I0345,1200,1000,750,351.756,45,1,n,100
291,I0291,1600,1200,1350,303.92,45,4,n,100
125,I0125,1400,1200,1450,179.4,45,3,n,100
39,I0039,1400,1200,1450,179.4,45,3,n,100
287,I0287,1600,1200,1350,303.92,45,4,n,100
266,I0266,1200,1000,975,165.375,45,1,n,100
17,I0017,1400,1225,1160,278.5,0,2,n,100
143,I0143,1400,1200,1450,179.4,45,3,n,100
401,I0401,780,570,478,82.32,47,0,w,4
328,I0328,1200,1000,1155,366.75,0,6,n,100
411,I0411,1200,1000,750,227.528,45,1,n,100
232,I0232,1400,1200,1450,179.4,45,3,n,100
93,I0093,1600,1200,930,547.3,45,4,n,100
239,I0239,1400,1200,1450,179.4,45,3,n,100
186,I0186,1400,1200,1450,179.4,45,3,n,100
86,I0086,1600,1200,1350,303.92,45,4,n,100
14,I0014,1400,1225,1160,278.5,0,2,n,100
483,I0483,1600,1200,1350,303.92,45,4,n,100
238,I0238,1400,1200,1450,179.4,45,3,n,100
320,I0320,1400,1200,1450,179.4,45,3,n,100
410,I0410,1200,1000,1155,366.75,0,6,n,100
109,I0109,1400,1200,1450,179.4,45,3,n,100
144,I0144,1400,1200,1450,179.4,45,3,n,100
128,I0128,1400,1200,1450,179.4,45,3,n,100
217,I0217,1400,1200,1450,179.4,45,3,n,100
366,I0366,1400,1225,1160,317.0,0,2,n,100
45,I0045,1400,1200,1450,179.4,45,3,n,100
133,I0133,1400,1200,1450,179.4,45,3,n,100
124,I0124,1600,1200,1350,303.92,45,4,n,100
468,I0468,1200,1000,750,229.88,45,1,n,100
391,I0391,1400,1225,1160,317.0,0,2,n,100
247,I0247,1400,1200,1450,179.4,45,3,n,100
479,I0479,1200,1000,975,165.375,45,1,n,100
2,I0002,780,570,478,81.72,47,0,w,4
171,I0171,1600,1200,1350,207.72,45,4,n,100
383,I0383,1200,1000,558,127.408,0,6,n,100
334,I0334,1600,1200,1350,207.72,45,4,n,100
12,I0012,1400,1225,1160,278.5,0,2,n,100
229,I0229,1400,1200,1450,179.4,45,3,n,100
293,I0293,1600,1200,1350,303.92,45,4,n,100
284,I0284,1600,1200,1350,303.92,45,4,n,100
88,I0088,1600,1200,1350,303.92,45,4,n,100
474,I0474,1200,1000,975,183.84,45,1,n,100
21,I0021,1400,1225,1160,278.5,0,2,n,100
38,I0038,1400,1200,1450,179.4,45,3,n,100
268,I0268,1600,1200,1350,207.72,45,4,n,100
256,I0256,1600,1200,1350,303.92,45,4,n,100
30,I0030,1400,1200,1450,179.4,45,3,n,100
165,I0165,1600,1200,1350,207.72,45,4,n,100
254,I0254,1600,1200,1350,303.92,45,4,n,100
69,I0069,1400,1225,1160,317.0,0,2,n,100
398,I0398,1400,1225,1160,317.0,0,2,n,100
364,I0364,1400,1225,1160,317.0,0,2,n,100
321,I0321,1400,1200,1450,179.4,45,3,n,100
379,I0379,1600,1200,1350,303.92,45,4,n,100
315,I0315,1400,1200,1450,179.4,45,3,n,100
96,I0096,1600,1200,1350,303.92,45,4,n,100
296,I0296,1900,1200,750,845.38,45,5,n,100
458,I0458,1200,1000,645,330.5,0,6,n,100
350,I0350,1600,1200,930,547.3,45,4,n,100
3,I0003,780,570,478,96.256,47,0,w,4
348,I0348,1600,1200,930,547.3,45,4,n,100
158,I0158,1600,1200,1350,207.72,45,4,n,100
452,I0452,1600,1200,975,611.224,45,4,n,100
203,I0203,1400,1200,1450,179.4,45,3,n,100
222,I0222,1400,1200,1450,179.4,45,3,n,100
27,I0027,1400,1200,1450,179.4,45,3,n,100
392,I0392,1400,1225,1160,317.0,0,2,n,100
484,I0484,1600,1200,930,277.828,45,4,n,100
346,I0346,1200,1000,750,351.756,45,1,n,100
403,I0403,780,570,478,82.32,47,0,w,4
368,I0368,1400,1225,1160,317.0,0,2,n,100
438,I0438,1400,1200,1450,179.4,45,3,n,100
193,I0193,1400,1200,1450,179.4,45,3,n,100
353,I0353,1600,1200,930,547.3,45,4,n,100
489,I0489,1600,1200,1350,303.92,45,4,n,100
236,I0236,1400,1200,1450,179.4,45,3,n,100
432,I0432,1400,1200,1450,179.4,45,3,n,100
444,I0444,1400,1200,1450,179.4,45,3,n,100
433,I0433,1400,1200,1450,179.4,45,3,n,100
223,I0223,1400,1200,1450,179.4,45,3,n,100
41,I0041,1400,1200,1450,179.4,45,3,n,100
209,I0209,1600,1200,930,438.4,45,4,n,100
312,I0312,1400,1200,1450,179.4,45,3,n,100
407,I0407,780,570,478,82.32,47,0,w,4
67,I0067,1400,1225,1160,317.0,0,2,n,100
449,I0449,1600,1200,930,514.24,45,4,n,100
465,I0465,1600,1200,1350,207.72,45,4,n,100
259,I0259,1600,1200,1350,303.92,45,4,n,100
170,I0170,1600,1200,1350,207.72,45,4,n,100
225,I0225,1400,1200,1450,179.4,45,3,n,100
214,I0214,1600,1200,930,438.4,45,4,n,100
32,I0032,1400,1200,1450,179.4,45,3,n,100
311,I0311,1400,1200,1450,179.4,45,3,n,100
420,I0420,780,570,478,269.32,47,0,w,4
205,I0205,1400,1200,1450,179.4,45,3,n,100
108,I0108,1400,1200,1450,179.4,45,3,n,100
28,I0028,1400,1200,1450,179.4,45,3,n,100
34,I0034,1400,1200,1450,179.4,45,3,n,100
327,I0327,1200,1000,750,500.86,45,1,n,100
66,I0066,1400,1225,1160,317.0,0,2,n,100
