id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I0,10,5,5,1,0,0,n,100
I1,10,5,5,1,0,0,n,100
I2,10,5,5,1,0,0,n,100
I3,10,5,5,1,0,0,n,100
I4,10,5,5,1,0,0,n,100
I5,10,5,5,1,0,0,n,100
I6,10,5,5,1,0,0,n,100
I7,10,5,5,1,0,0,n,100
I8,10,5,5,1,0,0,n,100
I9,10,5,5,1,0,0,n,100
I10,10,5,5,1,0,0,n,100
I11,10,5,5,1,0,0,n,100
I12,10,5,5,1,0,0,n,100
I13,10,5,5,1,0,0,n,100
I14,10,5,5,1,0,0,n,100
I15,10,5,5,1,0,0,n,100
I16,10,5,5,1,0,0,n,100
I17,10,5,5,1,0,0,n,100
I18,10,5,5,1,0,0,n,100
I19,10,5,5,1,0,0,n,100
I20,10,5,5,1,0,0,n,100
I21,10,5,5,1,0,0,n,100
I22,10,5,5,1,0,0,n,100
I23,10,5,5,1,0,0,n,100
I24,10,5,5,1,0,0,n,100
I25,10,5,5,1,0,0,n,100
I26,10,5,5,1,0,0,n,100
I27,10,5,5,1,0,0,n,100
I28,10,5,5,1,0,0,n,100
I29,10,5,5,1,0,0,n,100
I30,10,5,5,1,0,0,n,100
I31,10,5,5,1,0,0,n,100
I32,10,5,5,1,0,0,n,100
I33,10,5,5,1,0,0,n,100
I34,10,5,5,1,0,0,n,100
I35,5,15,10,1,0,1,n,100
I36,5,15,10,1,0,1,n,100
I37,5,15,10,1,0,1,n,100
I38,5,15,10,1,0,1,n,100
I39,5,15,10,1,0,1,n,100
I40,5,15,10,1,0,1,n,100
I41,5,15,10,1,0,1,n,100
I42,5,15,10,1,0,1,n,100
I43,5,15,10,1,0,1,n,100
I44,5,15,10,1,0,1,n,100
I45,5,15,10,1,0,1,n,100
I46,5,15,10,1,0,1,n,100
I47,5,15,10,1,0,1,n,100
I48,5,15,10,1,0,1,n,100
I49,5,15,10,1,0,1,n,100
I50,5,15,10,1,0,1,n,100
I51,5,15,10,1,0,1,n,100
I52,5,15,10,1,0,1,n,100
I53,5,15,10,1,0,1,n,100
I54,5,15,10,1,0,1,n,100
I55,5,15,10,1,0,1,n,100
I56,5,15,10,1,0,1,n,100
I57,5,15,10,1,0,1,n,100
I58,5,15,10,1,0,1,n,100
I59,5,15,10,1,0,1,n,100
I60,5,15,10,1,0,1,n,100
I61,5,15,10,1,0,1,n,100
I62,5,15,10,1,0,1,n,100
I63,5,15,10,1,0,1,n,100
I64,5,15,10,1,0,1,n,100
I65,5,15,10,1,0,1,n,100
I66,5,15,10,1,0,1,n,100
I67,5,15,10,1,0,1,n,100
I68,5,15,10,1,0,1,n,100
I69,5,15,10,1,0,1,n,100
I70,5,15,10,1,0,1,n,100
I71,5,15,10,1,0,1,n,100
I72,5,15,10,1,0,1,n,100
I73,5,15,10,1,0,1,n,100
I74,5,15,10,1,0,1,n,100
I75,5,15,15,1,0,2,n,100
I76,5,15,15,1,0,2,n,100
I77,5,15,15,1,0,2,n,100
I78,5,15,15,1,0,2,n,100
I79,5,15,15,1,0,2,n,100
I80,5,15,15,1,0,2,n,100
I81,5,15,15,1,0,2,n,100
I82,5,15,15,1,0,2,n,100
I83,5,15,15,1,0,2,n,100
I84,5,15,15,1,0,2,n,100
I85,5,15,15,1,0,2,n,100
I86,5,15,15,1,0,2,n,100
I87,5,15,15,1,0,2,n,100
I88,5,15,15,1,0,2,n,100
I89,5,15,15,1,0,2,n,100
I90,5,15,15,1,0,2,n,100
I91,5,15,15,1,0,2,n,100
I92,5,15,15,1,0,2,n,100
I93,5,15,15,1,0,2,n,100
I94,5,15,15,1,0,2,n,100
I95,5,15,15,1,0,2,n,100
I96,5,15,15,1,0,2,n,100
I97,5,15,15,1,0,2,n,100
I98,5,15,15,1,0,2,n,100
I99,5,15,15,1,0,2,n,100
I100,5,15,15,1,0,2,n,100
I101,5,15,15,1,0,2,n,100
I102,5,15,15,1,0,2,n,100
