id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
I01,71,22,1,1,0,1,l,1
I02,12,86,1,1,0,2,l,1
I03,16,69,1,1,0,3,l,1
I04,75,21,1,1,0,4,l,1
I05,26,77,1,1,0,5,l,1
I06,44,76,1,1,0,6,l,1
I07,39,70,1,1,0,7,l,1
I08,2,74,1,1,0,8,l,1
I09,4,24,1,1,0,9,l,1
I10,38,12,1,1,0,10,l,1
I11,23,79,1,1,0,11,l,1
I12,2,76,1,1,0,12,l,1
I13,45,95,1,1,0,13,l,1
I14,96,21,1,1,0,14,l,1
I15,19,96,1,1,0,15,l,1
I16,14,30,1,1,0,16,l,1
I17,47,81,1,1,0,17,l,1
I18,12,94,1,1,0,18,l,1
I19,27,86,1,1,0,19,l,1
I20,37,70,1,1,0,20,l,1
I21,10,15,1,1,0,21,l,1
I22,41,24,1,1,0,22,l,1
I23,47,85,1,1,0,23,l,1
I24,47,85,1,1,0,24,l,1
I25,81,45,1,1,0,25,l,1
I26,36,78,1,1,0,26,l,1
I27,31,78,1,1,0,27,l,1
I28,28,91,1,1,0,28,l,1
I29,19,44,1,1,0,29,l,1
I30,23,89,1,1,0,30,l,1
I31,34,82,1,1,0,31,l,1
I32,80,8,1,1,0,32,l,1
I33,84,6,1,1,0,33,l,1
I34,80,10,1,1,0,34,l,1
I35,48,41,1,1,0,35,l,1
I36,83,41,1,1,0,36,l,1
I37,32,99,1,1,0,37,l,1
I38,24,79,1,1,0,38,l,1
I39,41,90,1,1,0,39,l,1
I40,28,14,1,1,0,40,l,1
