,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
1322,I04583,780,570,478,96.256,47,8,w,4
736,I01521,2350,1000,950,271.36,45,4,n,100
2520,I28460,1910,1200,1295,613.59,45,19,n,100
1001,I02915,1800,1400,1020,303.45,45,11,n,100
2607,I35727,2000,1200,545,408.88,45,5,n,100
2516,I28456,1910,1200,1295,613.59,45,19,n,100
1324,I04585,2030,1530,1350,294.22,45,13,n,100
2603,I34985,2400,1600,1450,282.664,45,20,n,100
1282,I04317,2350,1000,950,286.656,45,4,n,100
2093,I12719,2030,1530,1350,294.22,45,13,n,100
1716,I08059,1800,1200,930,249.0,45,9,n,100
2089,I12597,780,570,478,96.256,47,8,w,4
1532,I06254,2000,1200,2350,367.608,45,22,n,100
1247,I04165,1800,1400,1020,201.008,45,11,n,3
1089,I03278,1800,1400,1020,201.008,45,11,n,3
259,I00259,1200,1000,975,129.0,45,2,n,100
1650,I07016,2050,1550,1450,215.582,45,7,n,100
1715,I08058,1800,1200,930,249.0,45,9,n,100
702,I01471,1800,1400,1020,201.008,45,11,n,3
425,I00425,1600,1200,975,166.392,45,0,n,100
1317,I04577,2200,1600,1450,258.56,45,14,n,100
1222,I04136,2350,1000,950,286.656,45,4,n,100
1555,I06556,1900,1200,750,177.104,45,6,n,100
231,I00231,1600,1200,930,387.3,45,0,n,100
2370,I18274,2030,1530,1350,245.36,45,13,n,100
1526,I06124,1910,1200,1295,613.59,45,19,n,100
1559,I06560,1900,1200,750,177.104,45,6,n,100
1718,I08118,1900,1200,750,257.46,45,6,n,100
1286,I04393,2050,1550,1450,215.582,45,7,n,100
1472,I05540,1800,1200,930,249.0,45,9,n,100
1178,I03852,1400,1200,1450,179.4,45,12,n,100
1132,I03597,2350,1000,950,264.88,45,4,n,100
2259,I16059,2030,1530,1350,245.36,45,13,n,100
540,I00770,2050,1550,1450,215.582,45,7,n,100
1864,I09891,800,600,445,16.67,0,3,n,100
981,I02838,2200,1600,1450,258.56,45,14,n,100
274,I00274,1600,1200,930,227.44,45,0,n,100
2037,I11560,1900,1200,750,177.104,45,6,n,100
739,I01532,2050,1550,1450,215.582,45,7,n,100
990,I02884,2200,1600,1450,258.56,45,14,n,100
1191,I04025,2030,1530,1350,294.22,45,13,n,100
685,I01368,2350,1000,950,266.88,45,4,n,100
811,I01989,1910,1200,1295,613.59,45,19,n,100
1013,I03062,2350,1000,950,272.592,45,4,n,100
984,I02854,1800,1200,930,249.0,45,9,n,100
1046,I03147,1400,1200,1450,179.4,45,12,n,100
2474,I24493,2030,1530,1350,245.36,45,13,n,100
1442,I05349,1800,1400,1020,303.45,45,11,n,100
2019,I11542,1900,1200,750,177.104,45,6,n,100
642,I01149,1900,1200,750,845.38,45,6,n,100
2550,I28566,2000,1200,2350,367.608,45,22,n,100
2104,I13513,2200,1600,1450,258.56,45,14,n,100
484,I00484,1200,1000,750,135.8,45,2,n,100
2657,I44287,800,600,445,16.67,0,3,n,100
894,I02344,2350,1000,950,286.656,45,4,n,100
324,I00324,1200,1000,975,129.0,45,2,n,100
2378,I18377,2000,1200,545,408.88,45,5,n,100
263,I00263,1200,1000,975,129.0,45,2,n,100
372,I00372,1600,1200,930,387.3,45,0,n,100
2305,I16681,2030,1530,975,245.764,45,13,n,100
1764,I08632,1900,1200,750,177.104,45,6,n,100
249,I00249,1600,1200,930,149.322,45,0,n,100
1016,I03100,2350,1000,950,271.36,45,4,n,100
2362,I18202,1910,1200,1295,613.59,45,19,n,100
62,I00062,1200,1000,975,131.366,45,2,n,100
1399,I05098,1900,1200,750,177.104,45,6,n,100
1642,I06946,1800,1200,930,249.0,45,9,n,100
327,I00327,1200,1000,975,129.0,45,2,n,100
1261,I04200,1800,1400,1020,201.008,45,11,n,3
1855,I09725,1800,1200,1350,820.48,45,9,n,100
1545,I06390,1800,1200,930,249.0,45,9,n,100
265,I00265,1200,1000,975,129.0,45,2,n,100
13,I00013,1600,1200,930,174.305,45,0,n,100
177,I00177,1200,1000,750,105.224,45,2,n,100
2531,I28471,1910,1200,1295,613.59,45,19,n,100
1614,I06869,2050,1550,1450,215.582,45,7,n,100
2539,I28479,1910,1200,1295,613.59,45,19,n,100
1485,I05575,1400,1200,1450,179.4,45,12,n,100
356,I00356,1800,1400,1020,201.008,45,11,n,3
504,I00520,780,570,478,100.96,47,8,w,4
1517,I06007,2000,1200,545,408.88,45,5,n,100
553,I00821,1800,1400,1020,303.45,45,11,n,100
1797,I08999,2050,1550,1450,215.582,45,7,n,100
876,I02321,2050,1550,1450,215.582,45,7,n,100
1705,I07753,1800,1200,930,249.0,45,9,n,100
1907,I10224,2200,1600,1450,258.56,45,14,n,100
1569,I06570,1900,1200,750,177.104,45,6,n,100
2006,I11357,1900,1200,750,177.104,45,6,n,100
931,I02555,2000,1200,545,408.88,45,5,n,100
1310,I04507,2350,1000,950,271.36,45,4,n,100
2616,I37441,2400,1200,1490,340.5,45,24,n,5
1195,I04032,2350,1000,950,272.592,45,4,n,100
2238,I15249,1800,1200,930,249.0,45,9,n,100
1236,I04154,1800,1400,1020,201.008,45,11,n,3
1535,I06257,2000,1200,2350,367.608,45,22,n,100
1059,I03166,2350,1000,950,272.592,45,4,n,100
1023,I03124,1400,1200,1450,179.4,45,12,n,100
198,I00198,1200,1000,750,105.224,45,2,n,100
1632,I06887,2050,1550,1450,215.582,45,7,n,100
1581,I06802,1910,1200,1295,613.59,45,19,n,100
2469,I24273,800,600,445,25.34,0,3,n,100
1608,I06829,1800,1200,1350,820.48,45,9,n,100
1979,I11109,1900,1200,750,713.62,45,6,n,100
1301,I04485,2350,1000,950,271.36,45,4,n,100
815,I01993,1910,1200,1295,613.59,45,19,n,100
442,I00442,1200,1000,975,142.59,45,2,n,100
1220,I04131,2030,1530,1350,294.22,45,13,n,100
2645,I38724,2000,1200,2350,367.608,45,22,n,100
2201,I14492,780,570,478,170.28,47,8,w,4
749,I01542,2050,1550,1450,215.582,45,7,n,100
1553,I06554,1900,1200,750,177.104,45,6,n,100
512,I00528,1600,1200,750,148.86,45,0,n,100
804,I01975,1800,1400,1020,303.45,45,11,n,100
199,I00199,1200,1000,750,105.224,45,2,n,100
1819,I09288,780,570,478,82.32,47,8,w,4
1431,I05254,1400,1200,1450,179.4,45,12,n,100
1953,I10687,780,570,478,100.96,47,8,w,4
