,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
2314,I18457,1600,1200,750,582.6,45,0,n,100
3370,I27374,1200,1000,975,652.0,45,2,n,100
5993,I48155,1600,1200,930,358.48,45,0,n,100
5910,I47683,1600,1200,930,370.78,45,0,n,100
1604,I12635,1600,1200,930,784.6,45,0,n,100
771,I06061,1600,1200,930,830.32,45,0,n,100
4622,I37381,1600,1200,930,438.4,45,0,n,100
4932,I39681,1600,1200,750,582.6,45,0,n,100
3270,I26656,1200,1000,750,318.7,45,2,n,100
1390,I11117,1200,1000,975,337.9,45,2,n,100
4599,I37275,1600,1200,930,364.84,45,0,n,100
3689,I29693,1800,1400,1020,303.45,45,11,n,100
5313,I42830,1600,1200,930,387.3,45,0,n,100
1365,I10932,2000,1200,2350,367.608,45,22,n,100
5467,I44121,1600,1200,930,551.56,45,0,n,100
4918,I39566,1600,1200,1350,303.92,45,0,n,100
4640,I37484,2000,1200,545,408.88,45,5,n,100
2561,I20893,1900,1200,750,845.38,45,6,n,100
1623,I12799,1600,1200,930,356.2,45,0,n,100
1091,I08608,1200,1000,930,347.0,45,2,n,100
4207,I34468,1200,1000,750,318.7,45,2,n,100
792,I06126,1910,1200,1295,613.59,45,19,n,100
2805,I22568,1800,1400,1020,303.45,45,11,n,100
3683,I29673,1600,1200,1350,303.92,45,0,n,100
3034,I24367,1800,1200,1350,820.48,45,9,n,100
1566,I12504,1600,1200,930,607.6,45,0,n,100
2340,I18685,1600,1200,930,313.0,45,0,n,100
997,I07719,2000,1200,2350,367.608,45,22,n,100
5397,I43385,1600,1200,930,784.6,45,0,n,100
288,I02066,1600,1200,930,307.13,45,0,n,100
5495,I44286,1200,1000,930,704.36,45,2,n,100
2582,I20997,1600,1200,930,830.32,45,0,n,100
47,I00436,1200,1000,930,704.12,45,2,n,100
4094,I33568,1600,1200,1350,303.92,45,0,n,100
532,I04006,1200,1000,975,329.77,45,2,n,100
4610,I37313,1600,1200,930,387.3,45,0,n,100
3981,I32578,1600,1200,930,358.48,45,0,n,100
5640,I45424,2000,1200,2350,367.608,45,22,n,100
1164,I09279,1600,1200,1350,303.92,45,0,n,100
5090,I40818,1600,1200,930,364.84,45,0,n,100
3791,I30746,1600,1200,1350,310.16,45,0,n,100
1589,I12572,1200,1000,545,690.5,45,2,n,100
1057,I08353,1600,1200,930,607.6,45,0,n,100
1224,I09928,1600,1200,930,607.6,45,0,n,100
4271,I34851,1600,1200,930,830.32,45,0,n,100
2005,I15915,1200,1000,545,526.75,45,2,n,100
2441,I19782,1600,1200,930,356.56,45,0,n,100
507,I03782,1600,1200,930,547.3,45,0,n,100
5027,I40290,1600,1200,930,387.3,45,0,n,100
5037,I40347,1600,1200,1350,303.92,45,0,n,100
1458,I11712,1600,1200,930,358.48,45,0,n,100
5975,I48028,1600,1200,750,323.7,45,0,n,100
4170,I34191,1600,1200,930,307.13,45,0,n,100
731,I05496,1600,1200,930,663.22,45,0,n,100
6006,I48314,1200,1000,750,405.72,45,2,n,100
2179,I17397,1800,1400,1020,303.45,45,11,n,100
4168,I34189,1600,1200,930,307.13,45,0,n,100
2412,I19391,1200,1000,930,704.36,45,2,n,100
484,I03661,1600,1200,930,307.13,45,0,n,100
1141,I09092,1800,1400,1020,303.45,45,11,n,100
6268,I50560,1200,1000,930,704.36,45,2,n,100
2799,I22462,1600,1200,930,356.2,45,0,n,100
1210,I09715,1600,1200,930,358.48,45,0,n,100
3566,I28991,1600,1200,975,460.0,45,0,n,100
36,I00371,1600,1200,930,387.3,45,0,n,100
1448,I11607,1900,1200,750,845.38,45,6,n,100
1526,I12173,1600,1200,930,356.2,45,0,n,100
5070,I40551,1200,1000,975,329.77,45,2,n,100
2210,I17762,1600,1200,930,356.2,45,0,n,100
4328,I35386,1600,1200,930,370.78,45,0,n,100
3442,I28042,1600,1200,930,387.3,45,0,n,100
1270,I10203,1800,1400,1020,303.45,45,11,n,100
819,I06346,1600,1200,930,547.3,45,0,n,100
3144,I25419,1600,1200,930,784.6,45,0,n,100
340,I02461,1600,1200,930,663.22,45,0,n,100
5222,I42058,1600,1200,930,387.3,45,0,n,100
927,I07082,1200,1000,975,337.45,45,2,n,100
384,I02818,1800,1400,1020,303.45,45,11,n,100
4692,I37894,1200,1000,545,526.75,45,2,n,100
2135,I17025,1200,1000,545,729.5,45,2,n,100
5238,I42105,1600,1200,930,364.84,45,0,n,100
2578,I20948,1600,1200,930,356.56,45,0,n,100
4504,I36684,1600,1200,930,547.3,45,0,n,100
2500,I20296,1200,1000,750,351.944,45,2,n,100
217,I01762,1600,1200,930,438.4,45,0,n,100
2640,I21487,1910,1200,1295,613.59,45,19,n,100
4073,I33383,2000,1200,545,408.88,45,5,n,100
4631,I37427,2000,1200,2350,367.608,45,22,n,100
4189,I34299,1600,1200,930,358.48,45,0,n,100
5947,I47883,1600,1200,1350,303.92,45,0,n,100
2201,I17574,1200,1000,750,351.944,45,2,n,100
3708,I29795,1200,1000,930,414.14,45,2,n,100
4317,I35207,1200,1000,545,526.75,45,2,n,100
3002,I24070,1600,1200,930,307.13,45,0,n,100
4055,I33269,1600,1200,1350,303.92,45,0,n,100
191,I01647,1200,1000,975,329.77,45,2,n,100
4260,I34759,1600,1200,930,551.56,45,0,n,100
3920,I31897,1600,1200,930,607.6,45,0,n,100
204,I01728,1200,1000,930,345.29,45,2,n,100
189,I01645,1200,1000,975,329.77,45,2,n,100
1379,I11103,1600,1200,930,364.84,45,0,n,100
917,I07008,2000,1200,545,408.88,45,5,n,100
6040,I48532,1800,1400,1020,303.45,45,11,n,100
5414,I43565,1200,1000,930,414.14,45,2,n,100
1309,I10464,2000,1200,2350,367.608,45,22,n,100
1844,I14512,1800,1200,1350,820.48,45,9,n,100
4223,I34610,1910,1200,1295,613.59,45,19,n,100
3107,I25218,1600,1200,930,607.6,45,0,n,100
5717,I45887,1600,1200,1350,303.92,45,0,n,100
2156,I17201,1600,1200,975,460.0,45,0,n,100
