,id_item,length,width,height,weight,nesting_height,stackability_code,forced_orientation,max_stackability
6181,I6181,1200,800,615,0.0,100,4,w,4
3248,I3248,800,500,615,306.0,100,1,n,3
1085,I1085,800,600,615,263.0,100,2,n,3
6082,I6082,1500,800,615,285.0,100,5,w,4
870,I0870,1500,1000,615,438.0,100,7,l,4
2023,I2023,1500,800,615,180.0,100,5,n,4
5018,I5018,800,500,615,282.0,100,1,n,3
548,I0548,1500,1000,615,412.0,100,7,n,4
2317,I2317,1200,800,615,247.0,100,4,n,4
1549,I1549,1200,1000,615,0.0,100,6,n,4
886,I0886,1200,1000,615,391.0,100,6,n,4
2364,I2364,800,460,615,216.0,100,0,n,3
661,I0661,1500,800,615,293.0,100,5,n,4
2146,I2146,1200,1000,615,440.0,100,6,w,4
1209,I1209,800,600,615,243.0,100,2,n,3
4842,I4842,1200,1000,615,179.0,100,6,n,4
6273,I6273,800,500,615,229.0,100,1,n,3
3222,I3222,1200,800,615,447.0,100,4,n,4
1219,I1219,800,460,615,416.0,100,0,n,3
5556,I5556,1500,1000,615,283.0,100,7,n,4
2041,I2041,1200,1000,615,398.0,100,6,n,4
1185,I1185,1500,1000,615,0.0,100,7,n,4
1388,I1388,1200,800,615,0.0,100,4,n,4
5964,I5964,800,600,615,326.0,100,2,n,3
2543,I2543,1000,800,615,294.0,100,3,l,4
5211,I5211,1200,800,615,253.0,100,4,n,4
5811,I5811,800,600,615,327.0,100,2,n,3
3482,I3482,1500,800,615,297.0,100,5,n,4
2849,I2849,800,500,615,127.0,100,1,w,3
4608,I4608,1500,1000,615,284.0,100,7,n,4
562,I0562,1200,800,615,0.0,100,4,n,4
6419,I6419,800,500,615,211.0,100,1,n,3
3515,I3515,1200,800,615,397.0,100,4,n,4
4463,I4463,800,600,615,0.0,100,2,n,3
4306,I4306,1500,800,615,160.0,100,5,l,4
2368,I2368,800,500,615,373.0,100,1,w,3
4021,I4021,800,460,615,266.0,100,0,n,3
5603,I5603,1500,1000,615,406.0,100,7,n,4
362,I0362,800,600,615,183.0,100,2,n,3
5027,I5027,1200,800,615,110.0,100,4,w,4
4377,I4377,800,460,615,0.0,100,0,w,3
6058,I6058,1500,1000,615,322.0,100,7,n,4
4964,I4964,1200,1000,615,185.0,100,6,w,4
2004,I2004,800,460,615,202.0,100,0,n,3
983,I0983,800,500,615,177.0,100,1,n,3
1720,I1720,1000,800,615,367.0,100,3,w,4
833,I0833,800,500,615,218.0,100,1,n,3
920,I0920,1000,800,615,444.0,100,3,n,4
3095,I3095,1500,1000,615,331.0,100,7,n,4
5271,I5271,800,460,615,199.0,100,0,n,3
1092,I1092,800,500,615,102.0,100,1,n,3
3717,I3717,1000,800,615,189.0,100,3,n,4
997,I0997,800,600,615,0.0,100,2,n,3
4054,I4054,800,600,615,238.0,100,2,n,3
1481,I1481,1200,1000,615,225.0,100,6,n,4
1928,I1928,800,460,615,183.0,100,0,l,3
1762,I1762,800,460,615,245.0,100,0,n,3
111,I0111,1200,800,615,293.0,100,4,n,4
1355,I1355,800,600,615,0.0,100,2,n,3
3685,I3685,1500,800,615,153.0,100,5,n,4
4773,I4773,800,600,615,237.0,100,2,n,3
5574,I5574,800,500,615,111.0,100,1,n,3
4303,I4303,800,600,615,344.0,100,2,n,3
5613,I5613,800,500,615,0.0,100,1,l,3
3879,I3879,1200,1000,615,294.0,100,6,w,4
5806,I5806,1200,1000,615,128.0,100,6,n,4
5902,I5902,1200,800,615,246.0,100,4,n,4
1089,I1089,1500,1000,615,184.0,100,7,n,4
6084,I6084,1500,800,615,260.0,100,5,n,4
890,I0890,1000,800,615,246.0,100,3,n,4
5158,I5158,800,460,615,124.0,100,0,w,3
714,I0714,1500,1000,615,302.0,100,7,n,4
4589,I4589,800,460,615,262.0,100,0,n,3
3664,I3664,1200,1000,615,125.0,100,6,n,4
3743,I3743,1000,800,615,422.0,100,3,n,4
3790,I3790,1500,800,615,0.0,100,5,w,4
2842,I2842,800,460,615,163.0,100,0,n,3
6242,I6242,800,500,615,329.0,100,1,l,3
3070,I3070,800,500,615,268.0,100,1,l,3
1761,I1761,1200,1000,615,264.0,100,6,n,4
2090,I2090,1200,1000,615,0.0,100,6,n,4
1675,I1675,1500,800,615,234.0,100,5,n,4
6015,I6015,1000,800,615,183.0,100,3,w,4
516,I0516,800,600,615,140.0,100,2,n,3
4559,I4559,1200,1000,615,173.0,100,6,n,4
3729,I3729,1500,800,615,342.0,100,5,n,4
357,I0357,1200,800,615,0.0,100,4,n,4
5553,I5553,800,460,615,411.0,100,0,n,3
338,I0338,1500,1000,615,185.0,100,7,n,4
4018,I4018,800,600,615,277.0,100,2,n,3
2758,I2758,1000,800,615,251.0,100,3,n,4
1694,I1694,1200,1000,615,415.0,100,6,n,4
3634,I3634,1000,800,615,208.0,100,3,n,4
5012,I5012,1200,1000,615,224.0,100,6,l,4
435,I0435,800,500,615,331.0,100,1,n,3
2895,I2895,800,600,615,0.0,100,2,n,3
1310,I1310,1000,800,615,187.0,100,3,n,4
2295,I2295,800,460,615,304.0,100,0,n,3
2721,I2721,800,460,615,306.0,100,0,n,3
6189,I6189,800,460,615,264.0,100,0,n,3
3636,I3636,800,600,615,349.0,100,2,n,3
1251,I1251,1000,800,615,293.0,100,3,n,4
2838,I2838,1200,1000,615,431.0,100,6,n,4
3252,I3252,1500,1000,615,340.0,100,7,n,4
746,I0746,1200,800,615,295.0,100,4,w,4
649,I0649,800,460,615,256.0,100,0,l,3
1822,I1822,800,460,615,327.0,100,0,n,3
3731,I3731,1500,1000,615,382.0,100,7,n,4
4314,I4314,1500,1000,615,207.0,100,7,n,4
2234,I2234,1000,800,615,339.0,100,3,n,4
93,I0093,1500,800,615,465.0,100,5,n,4
